,Unnamed: 0,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism,left,right,tf,snp_per_tf,dist_to_left
1997,485,C321.∆A,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2074,485,C321.∆A,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2157,485,C321.∆A,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2231,485,C321.∆A,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2302,485,C321.∆A,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2375,485,C321.∆A,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2442,591,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2515,591,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2593,591,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2675,591,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2752,591,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2831,591,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2906,591,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
2981,591,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3054,591,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3133,591,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3211,591,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3289,591,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3367,591,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3451,591,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
3534,591,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,Rob,87.0,3
290,611,C321,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
368,611,C321,2,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
450,611,C321,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
526,611,C321,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
597,611,C321,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
673,611,C321,6,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
749,611,C321,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
829,611,C321,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
909,611,C321,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
992,611,C321,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1076,611,C321,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1162,611,C321,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1246,611,C321,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1330,611,C321,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1395,485,C321.∆A,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1465,485,C321.∆A,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1543,485,C321.∆A,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1622,485,C321.∆A,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1699,485,C321.∆A,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1772,485,C321.∆A,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1847,485,C321.∆A,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1923,485,C321.∆A,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
1997,485,C321.∆A,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2074,485,C321.∆A,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2157,485,C321.∆A,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2231,485,C321.∆A,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2302,485,C321.∆A,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2375,485,C321.∆A,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2442,591,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2515,591,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2593,591,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2675,591,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2752,591,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2831,591,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2906,591,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
2981,591,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3054,591,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3133,591,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3211,591,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3289,591,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3367,591,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3451,591,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
3534,591,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,SoxS,131.0,3
130,574,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,3088259,SNP,intergenic (+399/‑25),A→C,metK/galP,False,Escherichia coli,3088245,3088267,NagC,4.0,14
3365,1346,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,3088257,SNP,intergenic (+397/‑27),T→C,metK/galP,False,Escherichia coli,3088245,3088267,NagC,4.0,12
3333,1329,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,1121511,SNP,intergenic (‑24/+50),G→A,dinI/pyrC,False,Escherichia coli,1121507,1121526,LexA,10.0,4
6365,130,emrE_MTPP,25,48,1,1,1.0,NC_000913,3177974,SNP,intergenic (‑64/‑141),G→A,nudF/tolC,False,Escherichia coli,3177958,3177975,PhoP,2.0,16
5387,229,HOT_dnaQ,12,204,1,1,1.0,NC_000913,3244987,SNP,intergenic (‑246/‑237),C→T,uxaC/exuT,False,Escherichia coli,3244976,3244993,ExuR,2.0,11
5387,229,HOT_dnaQ,12,204,1,1,1.0,NC_000913,3244987,SNP,intergenic (‑246/‑237),C→T,uxaC/exuT,False,Escherichia coli,3244976,3244993,ExuR,2.0,11
3667,153,ECNR2.1,10,1,1,1,1.0,NC_000913,638619,SNP,intergenic (‑46/‑326),A→G,dsbG/ahpC,False,Escherichia coli,638609,638625,OxyR,4.0,10
4612,50,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,11,83,0,1,1.0,NC_000913,1764427,SNP,intergenic (‑41/+286),G→A,sufA/rydB,False,Escherichia coli,1764419,1764430,NsrR,1.0,8
48,41,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,1492289,SNP,intergenic (+115/‑181),T→G,sokB/trg,False,Escherichia coli,1492283,1492297,Fis,5.0,6
4438,893,EEPmenFubiC,11,14,0,1,0.2,NC_000913,1988048,SNP,intergenic (‑89/‑174),A→T,azuC/yecR,False,Escherichia coli,1988039,1988060,CRP,24.0,9
4439,894,EEPmenFubiC,11,14,0,1,0.21,NC_000913,1988049,SNP,intergenic (‑90/‑173),C→T,azuC/yecR,False,Escherichia coli,1988039,1988060,CRP,24.0,10
4440,895,EEPmenFubiC,11,14,0,1,0.21,NC_000913,1988050,SNP,intergenic (‑91/‑172),A→G,azuC/yecR,False,Escherichia coli,1988039,1988060,CRP,24.0,11
4441,896,EEPmenFubiC,11,14,0,1,0.21,NC_000913,1988051,SNP,intergenic (‑92/‑171),A→T,azuC/yecR,False,Escherichia coli,1988039,1988060,CRP,24.0,12
1838,1507,C321.∆A,6,1,1,1,1.0,NC_000913,2718645,SNP,intergenic (‑117/‑90),T→C,yfiF/trxC,False,Escherichia coli,2718632,2718648,OxyR,4.0,13
1536,1153,C321.∆A,2,1,1,1,1.0,NC_000913,2765868,SNP,intergenic (‑92/‑50),G→A,yfjM/rnlA,False,Escherichia coli,2765852,2765876,IscR,3.0,16
1839,1153,C321.∆A,6,1,1,1,1.0,NC_000913,2765868,SNP,intergenic (‑92/‑50),G→A,yfjM/rnlA,False,Escherichia coli,2765852,2765876,IscR,3.0,16
2136,882,C321.∆A,10,1,1,1,1.0,NC_000913,1754636,SNP,intergenic (‑159/+296),G→A,ydhY/ydhZ,False,Escherichia coli,1754629,1754644,NarL,3.0,7
8,55,42C,6,164,1,1,1.0,NC_000913,1103510,SNP,intergenic (‑314/‑441),G→A,csgD/csgB,False,Escherichia coli,1103503,1103517,CpxR,5.0,7
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103380,1103394,CpxR,5.0,10
8,55,42C,6,164,1,1,1.0,NC_000913,1103510,SNP,intergenic (‑314/‑441),G→A,csgD/csgB,False,Escherichia coli,1103503,1103533,IHF,24.0,7
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103381,1103441,IHF,24.0,9
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100717,4100735,Fur,6.0,0
8,55,42C,6,164,1,1,1.0,NC_000913,1103510,SNP,intergenic (‑314/‑441),G→A,csgD/csgB,False,Escherichia coli,1103504,1103518,CsgD,2.0,6
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103388,1103402,CpxR,5.0,2
205,132,Bop_27_TPP,1,36,0,1,1.0,NC_000913,464363,SNP,intergenic (+55/‑39),A→G,ybaV/fadM,False,Escherichia coli,464353,464369,FadR,6.0,10
5292,28,HOT,16,48,0,1,0.21,NC_000913,3059704,SNP,intergenic (‑3/‑49),A→T,yqfE/argP,False,Escherichia coli,3059704,3059723,ArgP,47.0,0
5291,27,HOT,16,48,0,1,0.21,NC_000913,3059703,SNP,intergenic (‑2/‑50),A→T,yqfE/argP,False,Escherichia coli,3059684,3059704,ArgP,47.0,19
5292,28,HOT,16,48,0,1,0.21,NC_000913,3059704,SNP,intergenic (‑3/‑49),A→T,yqfE/argP,False,Escherichia coli,3059684,3059704,ArgP,47.0,20
6059,169,TOL_octanoic_acid,5,50,1,1,1.0,NC_000913,89556,SNP,intergenic (+524/‑78),A→G,cra/mraZ,False,Escherichia coli,89546,89562,PdhR,9.0,10
6142,1515,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,2949217,SNP,intergenic (‑207/‑25),G→A,amiC/argA,False,Escherichia coli,2949214,2949231,ArgR,4.0,3
1004,1096,C321,10,1,1,1,1.0,NC_000913,4166443,SNP,intergenic (+158/‑216),T→G,murI/rrsB,False,Escherichia coli,4166435,4166446,Lrp,5.0,8
5575,44,ILT_mg1655,4,84,10,1,1.0,NC_000913,331879,SNP,intergenic (+383/‑492),G→A,betT/yahA,False,Escherichia coli,331871,331888,Cra,1.0,8
20,147,42C,8,164,1,1,1.0,NC_000913,1100233,SNP,intergenic (+39/‑63),G→A,ycdY/ycdZ,False,Escherichia coli,1100216,1100244,CytR,3.0,17
5309,190,HOT_dnaQ,11,56,0,1,1.0,NC_000913,1100233,SNP,intergenic (+39/‑63),G→A,ycdY/ycdZ,False,Escherichia coli,1100216,1100244,CytR,3.0,17
5362,190,HOT_dnaQ,12,56,0,1,1.0,NC_000913,1100233,SNP,intergenic (+39/‑63),G→A,ycdY/ycdZ,False,Escherichia coli,1100216,1100244,CytR,3.0,17
3703,306,EEP_ndh_nuoB,5,62,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595510,595528,PhoB,14.0,9
3704,212,EEP_ndh_nuoB,5,62,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595510,595528,PhoB,14.0,10
3829,306,EEP_ndh_nuoB,7,34,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595510,595528,PhoB,14.0,9
3830,212,EEP_ndh_nuoB,7,34,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595510,595528,PhoB,14.0,10
3703,306,EEP_ndh_nuoB,5,62,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595510,595528,PhoB,14.0,9
3704,212,EEP_ndh_nuoB,5,62,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595510,595528,PhoB,14.0,10
3829,306,EEP_ndh_nuoB,7,34,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595510,595528,PhoB,14.0,9
3830,212,EEP_ndh_nuoB,7,34,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595510,595528,PhoB,14.0,10
6153,1817,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,3378863,SNP,intergenic (‑212/+7),A→G,rplM/zapE,False,Escherichia coli,3378850,3378866,CRP,24.0,13
5352,138,HOT_dnaQ,11,212,1,1,1.0,NC_000913,4503627,SNP,intergenic (‑196/‑431),A→G,insG/yjhB,False,Escherichia coli,4503624,4503629,NanR,2.0,3
5848,1055,"TOL_1,2-propanediol",3,50,2,1,1.0,NC_000913,4503643,SNP,intergenic (‑212/‑415),T→C,insG/yjhB,False,Escherichia coli,4503641,4503646,NanR,2.0,2
3579,386,CCK_pgi,3,17,0,1,0.21,NC_000913,3532593,SNP,intergenic (‑156/‑223),C→A,yhgE/pck,False,Escherichia coli,3532581,3532597,CRP,24.0,12
3586,386,CCK_pgi,4,9,0,1,0.2,NC_000913,3532593,SNP,intergenic (‑156/‑223),C→A,yhgE/pck,False,Escherichia coli,3532581,3532597,CRP,24.0,12
2812,1568,C321.∆A.earlyfix,5,1,2,1,1.0,NC_000913,1624029,SNP,intergenic (‑179/+76),T→C,dgcZ/ydeI,False,Escherichia coli,1624023,1624065,CysB,2.0,6
5361,338,HOT_dnaQ,12,56,1,1,1.0,NC_000913,914948,SNP,intergenic (‑91/+404),A→G,ybjE/aqpZ,False,Escherichia coli,914942,914959,ArgR,4.0,6
6041,43,TOL_hexamethylenediamine,6,50,1,1,1.0,NC_000913,2924700,SNP,intergenic (‑587/+35),T→G,yqcC/syd,False,Escherichia coli,2924698,2924716,UvrY,1.0,2
4619,45,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,19,91,0,1,0.82,NC_000913,3719876,SNP,intergenic (+108/‑173),C→A,yiaG/cspA,False,Escherichia coli,3719875,3719885,H-NS,6.0,1
5059,2441,GYD,25,36,0,2,0.23,NC_000913,3234508,SNP,intergenic (‑53/+231),T→C,higB/rlmG,False,Escherichia coli,3234494,3234521,HigA,2.0,14
5059,2441,GYD,25,36,0,2,0.23,NC_000913,3234508,SNP,intergenic (‑53/+231),T→C,higB/rlmG,False,Escherichia coli,3234494,3234521,HigA,2.0,14
256,194,C321,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
331,194,C321,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
410,194,C321,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
491,194,C321,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
562,194,C321,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
643,194,C321,6,1,2,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
715,194,C321,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
793,194,C321,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
873,194,C321,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
950,194,C321,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1042,194,C321,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1126,194,C321,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1206,194,C321,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1293,194,C321,14,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1368,146,C321.∆A,0,0,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1434,146,C321.∆A,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1507,146,C321.∆A,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1589,146,C321.∆A,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1665,146,C321.∆A,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1741,146,C321.∆A,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1814,146,C321.∆A,6,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1889,146,C321.∆A,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
1967,146,C321.∆A,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2038,146,C321.∆A,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2121,146,C321.∆A,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2199,146,C321.∆A,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2270,146,C321.∆A,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
