",",locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
4875,BSU_34120,Carbohydrate transport and metabolism,essential,well-annotated,248.6140078,162.1741425,207.8429496,"GanR,SigA,CcpA"
4876,BSU_34130,Carbohydrate transport and metabolism,essential,well-annotated,454.4024652,328.2838573,364.0392003,"GanR,SigA,CcpA"
4877,BSU_34140,Inorganic ion transport and metabolism,essential,well-annotated,346.9753605,257.7270224,297.6968199,"GanR,SigA,CcpA"
4878,BSU_34150,Inorganic ion transport and metabolism,essential,well-annotated,348.0973132,238.1786025,302.9004686,"GanR,SigA,CcpA"
4879,BSU_34160,Carbohydrate transport and metabolism,essential,well-annotated,455.0571074,312.0427755,388.5078664,"GanR,SigA,CcpA"
4880,BSU_34170,No COG category,essential,well-annotated,499.5770606,698.0564994,505.0211506,GanR
4881,new_3509781_3509830_c,No COG category,essential,well-annotated,2437.558426,2732.299656,2507.354032,SigA
4882,BSU_34180,Transcription,essential,well-annotated,2537.005914,2908.37987,2526.457157,SigA
4883,new_3510491_3510596_c,No COG category,essential,well-annotated,4094.470085,5909.826249,4263.876687,SigA
4884,new_3510674_3510779,No COG category,essential,well-annotated,6281.147052,6765.589831,7493.115634,"SigA,ComA,LutR"
4885,BSU_34190,No COG category,essential,well-annotated,3559.913977,3172.930048,3852.688955,"SigA,ComA,LutR"
4886,BSU_34200,Transcription,essential,well-annotated,2910.663573,3257.61411,2776.208103,CcpA
4887,new_3512501_3513571,No COG category,essential,well-annotated,326.4990381,217.3686391,265.929497,"SigA,ComA,LutR"
4888,new_3513628_3513886,No COG category,essential,well-annotated,2382.239046,3499.419729,2418.924458,unknown
4889,BSU_34210,Function unknown,essential,well-annotated,2532.90946,4248.094075,2582.942837,unknown
4890,BSU_34220,No COG category,essential,well-annotated,595.641766,1484.745557,518.7515745,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4891,BSU_34230,No COG category,essential,well-annotated,566.9839478,1328.516103,514.4189575,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4892,BSU_34240,Carbohydrate transport and metabolism,essential,well-annotated,589.0596102,1416.779964,546.8494889,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4893,BSU_34250,Cell wall/membrane/envelope biogenesis,essential,well-annotated,530.4022013,1149.826125,514.525939,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4894,BSU_34265,Function unknown,essential,well-annotated,506.1612694,973.2725123,480.7356555,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4895,BSU_34280,Function unknown,essential,well-annotated,547.6658155,1019.538118,541.6060333,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4896,BSU_34290,Carbohydrate transport and metabolism,essential,well-annotated,554.4972289,1085.542128,568.4540792,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4897,BSU_34300,Function unknown,essential,well-annotated,471.9070799,913.5880692,477.7128917,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4898,BSU_34310,Function unknown,essential,well-annotated,472.5050724,817.3442318,477.5845822,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4899,BSU_34320,Cell wall/membrane/envelope biogenesis,essential,well-annotated,434.7531557,835.2127932,435.2951091,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4900,BSU_34330,Cell wall/membrane/envelope biogenesis,essential,well-annotated,689.8380046,1577.69214,719.5993135,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4901,BSU_34340,Cell wall/membrane/envelope biogenesis,essential,well-annotated,704.6921402,1474.796314,709.9875912,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4902,BSU_34350,Carbohydrate transport and metabolism,essential,well-annotated,664.6502767,1383.781075,657.4329706,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4903,new_3528204_3528263_c,No COG category,essential,well-annotated,657.2006796,1418.843744,660.5005026,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4904,BSU_34360,Cell cycle control and cell division,essential,well-annotated,672.6567737,1257.20134,656.5222065,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4905,BSU_34370,Cell wall/membrane/envelope biogenesis,essential,well-annotated,808.2695612,1936.049334,810.5101346,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4906,new_3529856_3529913_c,No COG category,essential,well-annotated,1509.596349,5979.876608,1705.702115,"SigA,SinR,RemA,AbrB,EAR riboswitch"
4907,BSU_34380,Transcription,essential,well-annotated,381.5586234,689.6401698,355.967076,"Abh,SinR,AbrB"
4908,BSU_34390,Lipid transport and metabolism,essential,well-annotated,1559.891433,2636.850386,1670.425586,"Abh,SinR,AbrB"
4909,BSU_34400,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,378.0565135,390.1269897,372.2943728,PadR
4910,BSU_34410,Function unknown,essential,well-annotated,485.3200409,563.4329008,481.702967,PadR
4911,BSU_34420,No COG category,essential,well-annotated,476.2017224,598.828884,468.0763295,PadR
4912,BSU_34430,Cell wall/membrane/envelope biogenesis,essential,well-annotated,2438.330953,5201.817249,2439.453174,SigW
4913,BSU_34440,Defense mechanisms,essential,well-annotated,3483.489136,7768.390455,3503.667127,SigW
4914,new_3535821_3536011,No COG category,essential,well-annotated,231.9438114,310.2742154,215.4486129,"SigA,DegU,SacY"
4915,BSU_34450,Cell wall/membrane/envelope biogenesis,essential,well-annotated,242.8071621,277.3569372,219.1842008,"SigA,DegU,SacY"
4916,BSU_34460,Carbohydrate transport and metabolism,essential,well-annotated,171.1606738,155.1263548,163.2568821,"SigA,DegU,SacY"
4917,BSU_34470,No COG category,essential,well-annotated,223.6022802,135.2608017,146.66695,"SigG,DegU"
4918,BSU_34480,Transcription,essential,well-annotated,2804.117139,3293.030137,2593.887151,unknown
4919,BSU_34490,Inorganic ion transport and metabolism,essential,well-annotated,280.0948905,194.0655194,220.8617842,unknown
4920,BSU_34500,Inorganic ion transport and metabolism,essential,well-annotated,260.7063937,177.6876991,218.7516365,unknown
4921,new_3542144_3542334,No COG category,essential,well-annotated,278.9142973,234.9972396,231.1843616,unknown
4922,BSU_34510,Function unknown,essential,well-annotated,298.6937616,166.4448013,173.4829415,SigG
4923,new_3542806_3542942_c,No COG category,essential,well-annotated,402.0599732,364.2032535,287.0384113,"GerE,SigK,SigG"
4924,BSU_34520,Energy production and conversion,essential,well-annotated,457.8379543,489.0031675,325.136114,"GerE,SigK,SigG"
4925,BSU_34530,Function unknown,essential,well-annotated,309.5649695,309.2864887,207.4183899,SigK
4926,new_3545605_3545858,No COG category,essential,well-annotated,286.3656836,246.1680982,211.8941576,SigK
4927,BSU__tRNA_81,No COG category,essential,well-annotated,3012.62492,4362.98561,3137.500557,unknown
4928,new_3546111_3546186,No COG category,essential,well-annotated,1026.857069,3430.492507,765.4689245,"SigA,SigB,CtsR"
4929,BSU_34540,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,13745.82563,19380.2559,13126.54847,"SigA,SigB,CtsR"
4930,new_3546861_3547259,No COG category,essential,well-annotated,190.6468107,136.2204979,170.0953628,"SigA,SigB,CtsR"
4931,BSU_34550,Function unknown,essential,well-annotated,470.3151272,277.4723107,362.2771493,unknown
4932,BSU_34560,No COG category,essential,well-annotated,500.4753669,328.6709187,381.9261784,unknown
4933,BSU_34570,Carbohydrate transport and metabolism,essential,well-annotated,408.7417607,264.8992594,317.3541723,unknown
4934,BSU_34580,Function unknown,essential,well-annotated,371.194606,229.5238082,286.0056823,unknown
4935,BSU_34590,No COG category,essential,well-annotated,323.0102078,188.7326219,250.7663574,unknown
4936,BSU_34600,No COG category,essential,well-annotated,337.5830355,203.9115945,261.6872818,unknown
4937,BSU_34610,No COG category,essential,well-annotated,412.4533533,238.1125745,302.1979367,unknown
4938,new_3555807_3555901_c,No COG category,essential,well-annotated,346.8167932,182.9873364,262.4502206,unknown
4939,BSU_34620,Carbohydrate transport and metabolism,essential,well-annotated,308.976549,194.1866216,244.3575719,unknown
4940,BSU_34630,Transcription,essential,well-annotated,260.6468501,254.8138703,245.4695054,unknown
4941,BSU_34640,Function unknown,essential,well-annotated,4827.023526,11372.01274,5603.645597,unknown
4942,BSU_34650,Function unknown,essential,well-annotated,3304.657971,9544.143372,4057.569245,unknown
4943,BSU_34660,No COG category,essential,well-annotated,339.0206684,274.9642031,276.148408,unknown
4944,BSU_34670,No COG category,essential,well-annotated,420.0692688,353.3122596,346.8576756,unknown
4945,BSU_34680,Energy production and conversion,essential,well-annotated,4487.735974,7433.366366,4592.61458,unknown
4946,BSU_34690,Defense mechanisms,essential,well-annotated,1456.535919,2075.293975,1471.324753,"SigA,PsdR"
4947,BSU_34700,No COG category,essential,well-annotated,1449.358915,2039.217579,1473.365856,"SigA,PsdR"
4948,new_3566276_3566357_c,No COG category,essential,well-annotated,1464.205631,2311.798595,1566.414164,"SigA,PsdR"
4949,BSU_34710,Signal transduction,essential,well-annotated,1280.775029,1756.514779,1386.661561,"SigA,PsdR"
4950,BSU_34720,Signal transduction,essential,well-annotated,1226.551456,1795.039655,1360.338525,"SigA,PsdR"
4951,new_3568195_3568456_c,No COG category,essential,well-annotated,317.6784827,303.0264676,272.3088386,"SigA,CcpA"
4952,BSU_34729,Function unknown,essential,well-annotated,602.5813648,876.1900371,603.1194704,unknown
4953,BSU_34730,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,3992.561533,4481.916327,3819.319774,"SigA,CcpA"
4954,BSU_34740,Carbohydrate transport and metabolism,essential,well-annotated,7594.084744,9701.553044,7666.48737,"SigA,CcpA"
4955,BSU_34750,Transcription,essential,well-annotated,9069.735309,11114.07299,8828.789924,"SigA,CcpA"
4956,BSU_34760,Function unknown,essential,well-annotated,8524.681695,11046.48687,8396.078849,"SigA,CcpA"
4957,BSU_34770,Function unknown,essential,well-annotated,11320.48101,13489.03947,10970.18321,"SigA,CcpA"
4958,BSU_34780,Nucleotide transport and metabolism,essential,well-annotated,8052.239436,10369.79677,7868.647694,"SigA,CcpA"
4959,new_3573056_3573206_c,No COG category,essential,well-annotated,3346.490673,3692.545544,3097.739258,Spx
4960,BSU_34790,Energy production and conversion,essential,well-annotated,5438.943479,6872.408127,5117.416706,Spx
4961,new_3574158_3574245_c,No COG category,essential,well-annotated,5834.275801,7719.544463,5845.101868,Spx
4962,new_3574247_3574338_c,No COG category,essential,well-annotated,2675.353692,5149.440597,3122.638832,unknown
4963,new_3574321_3577707,No COG category,essential,well-annotated,360.9823697,224.4110647,254.2316788,unknown
4964,BSU_34800,Cell wall/membrane/envelope biogenesis,essential,well-annotated,27459.3332,91058.11665,38424.79653,"SigA,WalR"
4965,new_3575785_3575982_c,No COG category,essential,well-annotated,23861.37642,89406.98951,33291.12492,"SigA,WalR"
4966,BSU_34810,Function unknown,essential,well-annotated,2112.805269,3126.212215,2194.383555,SigA
4967,new_3577620_3577744_c,No COG category,essential,well-annotated,2073.440068,3284.595506,2261.477614,unknown
4968,BSU_34820,Defense mechanisms,essential,well-annotated,1522.23696,2281.394145,1604.935941,SigA
4969,new_3579515_3579589_c,No COG category,essential,well-annotated,1646.66658,2737.987225,1845.249265,SigA
4970,BSU_34830,No COG category,essential,well-annotated,3733.837466,9803.627819,4511.370318,"DegU,AbrB"
4971,BSU_34840,Function unknown,essential,well-annotated,3037.054402,8318.45567,3660.944025,"DegU,AbrB"
4972,BSU_34850,Function unknown,essential,well-annotated,2423.535357,7965.228313,2950.717317,"DegU,AbrB"
4973,new_3582691_3582779_c,No COG category,essential,well-annotated,1419.927327,5203.620374,1587.344991,"DegU,AbrB"
4974,new_3582781_3582910_c,No COG category,essential,well-annotated,318.2904599,649.2813682,307.0649426,YlxR
4975,BSU_34860,Amino acid transport and metabolism,essential,well-annotated,2706.795456,17786.56131,4071.514994,YlxR
4976,BSU_34870,Amino acid transport and metabolism,essential,well-annotated,2727.505744,17602.5888,4340.212607,YlxR
4977,BSU_34880,Amino acid transport and metabolism,essential,well-annotated,2491.994746,15788.64782,3726.356531,YlxR
4978,BSU_34890,Amino acid transport and metabolism,essential,well-annotated,2303.984513,15468.0102,3562.439999,YlxR
4979,BSU_34900,Amino acid transport and metabolism,essential,well-annotated,2719.28284,19329.27626,4447.256806,YlxR
4980,BSU_34910,Amino acid transport and metabolism,essential,well-annotated,2409.170309,16571.3096,3731.784599,YlxR
4981,BSU_34920,Amino acid transport and metabolism,essential,well-annotated,2163.914497,13499.32827,3130.115115,YlxR
4982,BSU_34930,Amino acid transport and metabolism,essential,well-annotated,1909.182607,12005.43452,2479.356479,YlxR
4983,new_3589361_3589438_c,No COG category,essential,well-annotated,2878.088013,20321.22849,3688.836166,YlxR
4984,BSU_34940,Cell motility,essential,well-annotated,971.5624346,1437.952196,1024.887613,unknown
4985,new_3590364_3590602,No COG category,essential,well-annotated,1424.66632,2012.53757,1506.881235,unknown
4986,BSU_34950,No COG category,essential,well-annotated,831.1132839,831.2277452,841.3428424,unknown
4987,BSU_34960,Function unknown,essential,well-annotated,4730.757827,6019.800664,5145.515841,SigA
4988,BSU_34970,Function unknown,essential,well-annotated,4268.125988,6051.596159,4567.693084,SigA
4989,BSU_34980,Inorganic ion transport and metabolism,essential,well-annotated,3702.378733,5215.175184,4082.394817,SigA
4990,BSU_34990,Cell wall/membrane/envelope biogenesis,essential,well-annotated,4015.501481,6051.176708,4413.783039,SigA
4991,BSU_35000,Nucleotide transport and metabolism,essential,well-annotated,3197.229027,5250.721641,3394.892084,SigA
4992,BSU_35010,Carbohydrate transport and metabolism,essential,well-annotated,1747.625974,2470.008001,1736.901228,"SigA,NagR,CcpA"
4993,BSU_35020,Carbohydrate transport and metabolism,essential,well-annotated,1883.100089,2442.427461,1814.932276,"SigA,NagR,CcpA"
4994,BSU_35030,Transcription,essential,well-annotated,1127.862641,1309.318165,1125.61676,"SigA,NagR,CcpA"
4995,BSU_35040,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,364.4454238,419.6375591,308.0882818,unknown
4996,BSU_35050,Transcription,essential,well-annotated,1928.687603,2805.029056,1846.016842,"CcpA,AbrB"
4997,new_3602548_3602655,No COG category,essential,well-annotated,1193.114817,1751.04446,1095.064399,"CcpA,AbrB"
4998,BSU_35060,No COG category,essential,well-annotated,717.1786211,705.8902088,620.0324878,"PchR,AbrB"
4999,new_3602657_3602942,No COG category,essential,well-annotated,1958.616634,2082.787589,1889.907619,unknown
5000,BSU_35070,Function unknown,essential,well-annotated,825.7392049,793.1775313,699.3641336,"PchR,AbrB"
5001,new_3604568_3604754_c,No COG category,essential,well-annotated,1152.873468,1385.988911,1026.629567,"PchR,AbrB"
5002,new_3604923_3604992,No COG category,essential,well-annotated,720.0287035,846.9893388,679.5801957,"PchR,CcpA"
5003,BSU_35080,Transcription,essential,well-annotated,597.9393126,713.2677825,534.3347373,"PchR,CcpA"
5004,new_3605398_3606736_c,No COG category,essential,well-annotated,581.4150306,720.7224626,558.1078003,SigW
5005,BSU_35090,Amino acid transport and metabolism,essential,well-annotated,502.730475,522.6495152,454.4570047,"PchR,CcpA"
5006,BSU_35100,Function unknown,essential,well-annotated,5975.823924,7353.931383,6112.93707,SigW
5007,new_3606777_3607493,No COG category,essential,well-annotated,221.0605052,140.3708928,185.137072,"PchR,CcpA"
5008,BSU_35110,Transcription,essential,well-annotated,7925.577385,8438.085555,8038.998132,SigW
5009,BSU_35120,Function unknown,essential,well-annotated,10910.29012,15495.91151,10954.60618,SigW
5010,BSU_35130,Function unknown,essential,well-annotated,8367.929403,12176.39968,8675.011771,SigW
5011,new_3608843_3609333_c,No COG category,essential,well-annotated,744.3988071,1068.669475,819.698757,SigW
5012,BSU_35140,Function unknown,essential,well-annotated,702.4348655,1181.005526,712.4277983,unknown
5013,BSU_35150,Cell motility,essential,well-annotated,326.1419624,304.7959663,289.0148876,unknown
5014,new_3609903_3610036_c,No COG category,essential,well-annotated,414.4607455,395.1618879,363.3459461,LexA
5015,BSU_35160,"Replication, recombination and repair",essential,well-annotated,3468.447752,4577.359854,3234.215286,LexA
5016,BSU_35170,"Replication, recombination and repair",essential,well-annotated,2764.615046,3145.775499,2571.331676,LexA
5017,new_3614978_3615063_c,No COG category,essential,well-annotated,1294.419425,2086.689171,1122.578019,"SigA,SigB"
5018,BSU_35180,Function unknown,essential,well-annotated,3037.24748,3156.25926,2706.663831,"SigA,SigB"
5019,new_3615385_3615449_c,No COG category,essential,well-annotated,745.7714063,2058.103756,581.6066683,"SigA,SigB"
5020,BSU_35190,Carbohydrate transport and metabolism,essential,well-annotated,304.9728915,358.7412914,287.8752602,unknown
5021,BSU_35200,Transcription,essential,well-annotated,542.154399,614.4705256,523.5922743,unknown
5022,BSU_35210,Inorganic ion transport and metabolism,essential,well-annotated,445.9031135,456.8256982,428.425339,unknown
5023,BSU_35220,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,4215.141699,6001.053182,4914.060826,"SigA,SigD,DegU"
5024,new_3621540_3621617_c,No COG category,essential,well-annotated,7276.137173,9071.340232,8563.293155,"SigA,SigD,DegU"
5025,BSU_35230,No COG category,essential,well-annotated,7252.599552,9890.309822,8266.150984,"SigA,SigD,DegU"
5026,BSU_35239,No COG category,essential,well-annotated,7726.38896,11129.49105,8720.831609,"SigA,SigD,DegU"
5027,new_3622048_3622137_c,No COG category,essential,well-annotated,7217.437261,10575.21959,8348.781864,"SigA,SigD,DegU"
5028,new_3622139_3622219_c,No COG category,essential,well-annotated,6463.919475,10834.91338,8585.283144,"SigA,SigD,DegU"
5029,BSU_35240,No COG category,essential,well-annotated,428.8652342,268.6529743,252.5280786,"SigE,SigG"
5030,BSU_35250,Cell cycle control and cell division,essential,well-annotated,4216.578784,10159.90999,5132.869977,Spo0A
5031,BSU_35260,Cell cycle control and cell division,essential,well-annotated,5622.991465,16496.81622,7090.147866,Spo0A
5032,new_3625508_3625640_c,No COG category,essential,well-annotated,7407.547959,20505.16881,8973.779377,Spo0A
5033,BSU_35270,Energy production and conversion,essential,well-annotated,10367.39487,12104.87029,10162.7273,unknown
5034,BSU_35280,Function unknown,essential,well-annotated,602.6674201,495.9668895,519.0033354,unknown
5035,BSU_35290,"Translation, ribosomal structure and biogenesis",essential,well-annotated,10005.50769,13781.06726,11144.15802,SigA
5036,new_3628241_3628309_c,No COG category,essential,well-annotated,16766.92745,29251.03393,18712.30939,SigA
5037,BSU_35300,Intracellular trafficking and secretion,essential,well-annotated,14010.57116,20274.79912,15375.0129,SigA
5038,new_3630836_3630916_c,No COG category,essential,well-annotated,13591.40484,19956.89977,15372.88161,SigA
5039,BSU_35310,"Translation, ribosomal structure and biogenesis",essential,well-annotated,23541.84131,30505.88575,27991.47712,"SigB,PhoP,SigD,SigH"
5040,new_3631609_3631729_c,No COG category,essential,well-annotated,12298.72939,19038.07513,16104.76513,"SigD,SigB,PhoP,SigH"
5041,BSU_35319,Function unknown,essential,well-annotated,12097.10093,23912.87546,18157.14811,SigD
5042,BSU_35320,No COG category,essential,well-annotated,13013.60357,26769.45227,19579.41446,SigD
5043,BSU_35330,Cell motility,essential,well-annotated,11653.06879,24620.97033,17175.9229,SigD
5044,BSU_35340,Cell motility,essential,well-annotated,10267.27268,22807.17281,15902.32401,SigD
5045,BSU_35350,Cell motility,essential,well-annotated,10470.18741,25035.71434,17200.94254,SigD
5046,new_3634793_3634897_c,No COG category,essential,well-annotated,2477.169304,2582.047812,3005.313961,SigD
5047,BSU_35360,No COG category,essential,well-annotated,56044.78772,91304.6047,87791.88679,"SigD,CodY,ScoC"
5048,new_3635902_3636010_c,No COG category,essential,well-annotated,46008.44107,85705.48994,70346.93761,"SigD,CodY,ScoC"
5049,BSU_35370,Signal transduction,essential,well-annotated,1725.779699,1910.454258,1874.51285,"ComK,SigA,SigD,DegU,ScoC"
5050,BSU_35380,Function unknown,essential,well-annotated,2093.94953,2277.444214,2308.515974,"ComK,SigA,SigD,DegU,ScoC"
5051,BSU_35390,Function unknown,essential,well-annotated,2305.739347,3177.111485,2582.584789,"ComK,SigA,SigD,DegU,ScoC"
5052,BSU_35400,Cell motility,essential,well-annotated,14411.84208,21367.04825,18543.16644,"ComK,SigA,SigD,DegU,ScoC"
5053,BSU_35410,Cell motility,essential,well-annotated,12940.0317,20220.0648,16739.28169,"ComK,SigA,SigD,DegU,ScoC"
5054,BSU_35420,Cell motility,essential,well-annotated,12419.52257,21558.96054,15265.10614,"ComK,SigA,SigD,DegU,ScoC"
5055,BSU_35430,Transcription,essential,well-annotated,16112.62646,27026.74221,19428.67642,"ComK,SigA,SigD,DegU,ScoC"
5056,new_3640552_3640631_c,No COG category,essential,well-annotated,14994.06055,24643.16607,18019.23322,"ComK,SigA,SigD,DegU,ScoC"
5057,BSU_35440,Function unknown,essential,well-annotated,13418.74934,22031.80385,15883.59654,"ComK,SigA,SigD,DegU,ScoC"
5058,BSU_35450,Function unknown,essential,well-annotated,4039.516491,3597.053745,3463.464089,"ComK,SigA,SigD,DegU,ScoC"
5059,BSU_35460,Function unknown,essential,well-annotated,4896.311369,5074.676004,4268.164308,"ComK,SigA,SigD,DegU,ScoC"
5060,BSU_35470,"Replication, recombination and repair",essential,well-annotated,1650.836261,1379.375947,1154.938247,"ComK,SigA,SigD,DegU,ScoC"
5061,BSU_35480,Function unknown,essential,well-annotated,2785.031664,4534.412735,3126.428915,unknown
5062,new_3643957_3645689,No COG category,essential,well-annotated,524.992136,252.020975,421.1090295,unknown
5063,BSU_35490,Transcription,essential,well-annotated,9577.083974,14423.16338,10881.95389,"SigA,SinR,TnrA,DegU,CcpA"
5064,new_3645297_3645378_c,No COG category,essential,well-annotated,6688.291908,10926.9262,7685.641673,"SigA,SinR,TnrA,DegU,CcpA"
5065,BSU_35500,Signal transduction,essential,well-annotated,4386.513431,6850.530508,4860.873923,"SigA,SinR,TnrA,DegU,CcpA"
5066,new_3646537_3646664_c,No COG category,essential,well-annotated,3940.323718,6016.880547,4423.737301,"SigA,SinR,TnrA,DegU,CcpA"
5067,new_3646613_3646699,No COG category,essential,well-annotated,5661.277243,11507.60511,6941.106742,Spo0A
5068,BSU_35510,Function unknown,essential,well-annotated,5224.912913,12448.63553,6115.267955,Spo0A
5069,new_3647109_3647701_c,No COG category,essential,well-annotated,358.9572415,307.4056774,254.4432308,unknown
5070,BSU_35520,Transcription,essential,well-annotated,5650.680046,13076.60128,6339.485309,Spo0A
5071,BSU_35530,Cell wall/membrane/envelope biogenesis,essential,well-annotated,8189.010184,9804.307378,8553.208539,unknown
5072,new_3648747_3649980,No COG category,essential,well-annotated,366.1610304,364.4810505,249.8814506,unknown
5073,new_3649731_3649813_c,No COG category,essential,well-annotated,6368.447462,13925.09935,7279.885277,unknown
5074,BSU_35540,Cell wall/membrane/envelope biogenesis,essential,well-annotated,513.5947228,433.6538176,419.6084731,"SigA,PhoP,SigF"
5075,BSU_35550,Cell wall/membrane/envelope biogenesis,essential,well-annotated,488.3952996,446.5877908,399.8735373,"SigA,PhoP,SigF"
5076,BSU_35560,Cell wall/membrane/envelope biogenesis,essential,well-annotated,553.6895495,528.8079295,444.5802348,"SigA,PhoP,SigF"
5077,BSU_35570,Cell wall/membrane/envelope biogenesis,essential,well-annotated,377.1728126,342.7469458,328.9444132,"SigA,PhoP,SigF"
5078,new_3654055_3654138_c,No COG category,essential,well-annotated,401.5878695,423.8470689,334.9031186,"SigA,PhoP,SigF"
5079,BSU_35580,No COG category,essential,well-annotated,362.8296127,332.9357541,293.1916081,"SigA,PhoP,SigF"
5080,BSU_35590,Carbohydrate transport and metabolism,essential,well-annotated,312.6099108,270.1468407,251.9511096,"SigA,PhoP,SigF"
5081,BSU_35600,Function unknown,essential,well-annotated,286.0098593,226.9451741,230.5842239,"SigA,PhoP,SigF"
5082,BSU_35609,No COG category,essential,well-annotated,310.9940247,240.7680252,244.6372018,"SigA,PhoP,SigF"
5083,BSU_35610,No COG category,essential,well-annotated,311.6298519,251.7416297,250.9924226,"SigA,PhoP,SigF"
5084,BSU_35620,Cell wall/membrane/envelope biogenesis,essential,well-annotated,7388.770184,16247.16071,10862.36028,"SigA,SinR,SigD,YvrHb,SlrR"
5085,BSU_35630,Cell cycle control and cell division,essential,well-annotated,5951.242499,14394.20011,8761.426091,"SigA,SinR,SigD,YvrHb,SlrR"
5086,BSU_35640,No COG category,essential,well-annotated,7137.233903,18608.83347,10627.02386,"SigA,SinR,SigD,YvrHb,SlrR"
5087,BSU_35650,Transcription,essential,well-annotated,4255.431765,6169.338111,4509.963368,"SigM,SigA,TagU,SigX"
5088,BSU_35660,Cell wall/membrane/envelope biogenesis,essential,well-annotated,1276.709839,1362.650628,1242.301814,unknown
5089,new_3665533_3665628,No COG category,essential,well-annotated,9176.173071,30031.73074,10726.1893,"SigA,SigB"
5090,BSU_35670,No COG category,essential,well-annotated,14101.37799,25787.78071,15982.43936,"SigA,SigB"
5091,new_3666508_3667599,No COG category,essential,well-annotated,254.0453646,176.8521564,225.909323,"SigA,SigB"
5092,new_3666577_3666932_c,No COG category,essential,well-annotated,750.7408146,1053.956786,789.8582738,unknown
5093,BSU_35679,No COG category,essential,well-annotated,1291.173275,2455.838543,1403.827544,unknown
5094,new_3667017_3667208_c,No COG category,essential,well-annotated,1918.577126,3720.807403,2097.783386,SigA
5095,BSU_35680,Cell wall/membrane/envelope biogenesis,essential,well-annotated,3118.264313,6819.262474,3545.196798,SigA
5096,new_3669912_3670034_c,No COG category,essential,well-annotated,2069.34054,4757.21001,2456.604679,SigA
5097,new_3669959_3672791,No COG category,essential,well-annotated,883.908626,903.637292,636.0075141,SigB
5098,BSU_35690,Cell wall/membrane/envelope biogenesis,essential,well-annotated,2274.762795,5945.160322,2773.419239,SigA
5099,BSU_35698,No COG category,essential,well-annotated,2970.870483,8486.770799,3098.920438,unknown
5100,new_3671623_3672496_c,No COG category,essential,well-annotated,3010.072579,8787.274215,3291.774972,unknown
5101,new_3672498_3672737_c,No COG category,essential,well-annotated,1937.639961,3791.623501,2199.866103,unknown
5102,new_3672793_3672923,No COG category,essential,well-annotated,1574.301515,2556.049393,1632.989727,SigB
5103,BSU_35699,No COG category,essential,well-annotated,754.1576846,1142.992324,722.2727845,SigB
5104,BSU_35700,Carbohydrate transport and metabolism,essential,well-annotated,3599.103392,6103.410879,3907.282901,"SigA,PhoP,WalR"
5105,BSU_35710,Carbohydrate transport and metabolism,essential,well-annotated,4200.056091,6737.510963,4643.509915,"SigA,PhoP,WalR"
5106,new_3675995_3676059_c,No COG category,essential,well-annotated,4894.403196,8349.071216,5237.454172,"SigA,PhoP,WalR"
5107,new_3676061_3676158_c,No COG category,essential,well-annotated,2691.262667,4028.703734,2951.433253,"SigA,PhoP,WalR"
5108,BSU_35720,Cell wall/membrane/envelope biogenesis,essential,well-annotated,7072.086867,11809.82528,7772.968746,"SigA,PhoP,WalR"
5109,BSU_35730,Cell wall/membrane/envelope biogenesis,essential,well-annotated,6110.789231,10970.94363,6644.523373,"SigA,PhoP,WalR"
5110,new_3680421_3680580_c,No COG category,essential,well-annotated,5248.87241,8400.735915,6030.032239,"SigA,PhoP,WalR"
5111,BSU_35740,Lipid transport and metabolism,essential,well-annotated,13985.28146,22480.71031,15738.93171,"SigA,PhoP,WalR"
5112,new_3680971_3681105_c,No COG category,essential,well-annotated,17720.54722,31673.74859,20089.44378,"SigA,PhoP,WalR"
5113,new_3681277_3681369,No COG category,essential,well-annotated,6794.849274,11846.71955,8304.053367,"SigA,PhoP,WalR"
5114,BSU_35750,Cell wall/membrane/envelope biogenesis,essential,well-annotated,7201.861492,9194.784201,7669.676436,"SigA,PhoP,WalR"
5115,new_3681497_3681845_c,No COG category,essential,well-annotated,278.875466,171.6350037,216.2040892,unknown
5116,BSU_35760,Cell wall/membrane/envelope biogenesis,essential,well-annotated,3867.300201,5279.186799,4061.930951,"SigA,PhoP,WalR"
