TU,Strand,Start,End,Len ,MU Assembly,TSS ,Current Annotation Assembly,Promoter,Start,5'UTR Len
TU-4055,REV,3189777,3190127,350,MU-2698,3190011,glgS,glgS,3189761,50
TU-4056,REV,3189777,3190127,350,MU-2698,3190024,glgS,glgS,3189761,63
TU-4057,REV,3190227,3190327,100,MU-2699,3190379,NT,,,
TU-4058,REV,3192677,3192927,250,MU-2700,3192887,rygD,rygD,3192745,0
TU-4059,REV,3193052,3193352,300,MU-2701,3193271,rygE,rygE,3193121,9
TU-4060,REV,3193402,3194852,1450,MU-2702,3194803,rfaE,rfaE,3193342,28
TU-4061,REV,3194877,3199027,4150,MU-2703,3199054,glnE;ygiF,ygiF,3197686,67
TU-4062,REV,3201252,3202202,950,MU-2704,3202205,bacA,bacA,3201332,52
TU-4063,REV,3201252,3202202,950,MU-2704,3202243,bacA,bacA,3201332,90
TU-4064,REV,3202252,3202627,375,MU-2705,3202659,folB,folB,3202243,48
TU-4065,REV,3203577,3204277,700,MU-2706,3204386,ttdR,ttdR,3203346,108
TU-4066,REV,3207427,3208552,1125,MU-2707,3208588,ygjD,ygjD,3207552,23
TU-4067,REV,3212777,3213602,825,MU-2708,3213518,mug,mug,3212989,23
TU-4068,REV,3212777,3213602,825,MU-2708,3213543,mug,mug,3212989,48
TU-4069,REV,3213777,3214527,750,MU-2709,3214559,yqjH,yqjH,3213749,46
TU-4070,REV,3215427,3217102,1675,MU-2710,3217140,aer,aer,3215578,42
TU-4071,REV,3218937,3219269,332,MU-2711,,ygjH,ygjH,3218937,
TU-4072,REV,3231753,3232603,850,MU-2712,3232782,ygjM;ygjN,ygjN,3232163,305
TU-4073,REV,3232753,3233903,1150,MU-2713,3233919,rlmG,rlmG,3232761,22
TU-4074,REV,3240395,3242920,2525,MU-2714,3242809,ygjV;uxaA;uxaC,uxaC,3241351,46
TU-4075,REV,3251399,3252274,875,MU-2715,3252264,yhaJ,yhaJ,3251340,28
TU-4076,REV,3253774,3255949,2175,MU-2716,3256371,yhaM;yhaO,yhaO,3254701,339
TU-4077,REV,3256307,3265087,8780,MU-2717,,tdcG;tdcF;tdcE;tdcD;tdcC;tdcB;tdcA,tdcA,3264149,
TU-4078,REV,3267826,3268645,819,MU-2718,3268614,rnpB,rnpB,3268238,0
TU-4079,REV,3268695,3272045,3350,MU-2719,,garK;garR;garL;garP,garP,3271595,
TU-4080,REV,3275695,3276695,1000,MU-2720,3276727,agaR,agaR,3275878,40
TU-4081,REV,3287196,3287921,725,MU-2721,3287928,NT,,,
TU-4082,REV,3290271,3291646,1375,MU-2722,,yraL,yraL,3290497,
TU-4083,REV,3291996,3292496,500,MU-2723,3292525,NT,,,
TU-4084,REV,3295121,3296921,1800,MU-2724,3296934,yraQ;yraR,yraR,3296233,66
TU-4085,REV,3297521,3297971,450,MU-2725,3297958,yhbP,yhbP,3297494,21
TU-4086,REV,3298196,3299421,1225,MU-2726,3299323,yhbS;yhbT,yhbT,3298774,25
TU-4087,REV,3298196,3299421,1225,MU-2726,3299434,yhbS;yhbT,yhbT,3298774,136
TU-4088,REV,3302646,3303846,1200,MU-2727,3303882,mtr,mtr,3302595,43
TU-4089,REV,3303946,3306196,2250,MU-2728,3306034,deaD,deaD,3303993,152
TU-4090,REV,3306221,3307096,875,MU-2729,3307126,nlpI,nlpI,3306062,180
TU-4091,REV,3307121,3309346,2225,MU-2730,3309271,pnp,pnp,3307055,81
TU-4092,REV,3307121,3309346,2225,MU-2730,3309309,pnp,pnp,3307055,119
TU-4093,REV,3309446,3309796,350,MU-2731,3309768,rpsO,rpsO,3309437,62
TU-4094,REV,3309446,3309796,350,MU-2731,3309806,rpsO,rpsO,3309437,100
TU-4095,REV,3309446,3311196,1750,MU-2731;MU-2732,3311247,rpsO;truB;rbfA,rbfA,3310799,47
TU-4096,REV,3309446,3316071,6625,MU-2731;MU-2732;MU-2733,3316071,rpsO;truB;rbfA;infB;nusA;yhbC,yhbC,3315576,37
TU-4097,REV,3309446,3316071,6625,MU-2731;MU-2732;MU-2733,3316119,rpsO;truB;rbfA;infB;nusA;yhbC,yhbC,3315576,85
TU-4098,REV,3309446,3316071,6625,MU-2731;MU-2732;MU-2733,3316211,rpsO;truB;rbfA;infB;nusA;yhbC,yhbC,3315576,177
TU-4099,REV,3316121,3316396,275,MU-2734,3316311,metY,metY,3316235,0
TU-4100,REV,3316121,3316396,275,MU-2734,3316397,metY,metY,3316235,86
TU-4101,REV,3318010,3319635,1625,MU-2735,,yhbX,yhbX,3318010,
TU-4102,REV,3320096,3320696,600,MU-2736,3320611,leuU;secG,secG,3320195,84
TU-4103,REV,3320746,3322296,1550,MU-2737,3322307,glmM,glmM,3320755,215
TU-4104,REV,3320746,3322296,1550,MU-2737,3322347,glmM,glmM,3320755,255
TU-4105,REV,3322321,3323596,1275,MU-2738,3323252,folP,folP,3322085,319
TU-4106,REV,3322321,3323596,1275,MU-2738,3323526,folP,folP,3322085,593
TU-4107,REV,3323621,3324996,1375,MU-2739,3325000,hflB,hflB,3323023,43
TU-4108,REV,3323621,3325721,2100,MU-2739;MU-2740,3325753,hflB;rrmJ,rrmJ,3325057,67
TU-4109,REV,3325746,3326871,1125,MU-2741,3326835,greA,greA,3326261,98
TU-4110,REV,3325746,3326871,1125,MU-2741,3326874,greA,greA,3326261,137
TU-4111,REV,3328196,3330046,1850,MU-2742,3330183,obgE,obgE,3328604,407
TU-4112,REV,3328196,3330796,2600,MU-2742;MU-2743,3330932,obgE;yhbE,yhbE,3329792,175
TU-4113,REV,3330871,3331621,750,MU-2744,3331479,rpmA;rplU,rplU,3331162,6
TU-4114,REV,3330871,3331621,750,MU-2744,3331529,rpmA;rplU,rplU,3331162,56
TU-4115,REV,3330871,3331621,750,MU-2744,3331538,rpmA;rplU,rplU,3331162,65
TU-4116,REV,3333121,3334471,1350,MU-2745,3334539,murA,murA,3333257,23
TU-4117,REV,3333121,3334471,1350,MU-2745,3334577,murA,murA,3333257,61
TU-4118,REV,3334496,3334921,425,MU-2746,3334854,yrbA,yrbA,3334571,29
TU-4119,REV,3334946,3335896,950,MU-2747,3336077,yrbB;yrbC,yrbC,3335278,164
TU-4120,REV,3334946,3335896,950,MU-2747,3336084,yrbB;yrbC,yrbC,3335278,171
TU-4121,REV,3334946,3338247,3301,MU-2747;MU-2748,3338123,yrbB;yrbC;yrbD;yrbE;yrbF,yrbF,3337278,36
TU-4122,REV,3334946,3338247,3301,MU-2747;MU-2748,3338154,yrbB;yrbC;yrbD;yrbE;yrbF,yrbF,3337278,67
TU-4123,REV,3347272,3348654,1382,MU-2749,3348510,mtgA;elbB,elbB,3347828,29
TU-4124,REV,3347272,3348654,1382,MU-2749,3348532,mtgA;elbB,elbB,3347828,51
TU-4125,REV,3347272,3348654,1382,MU-2749,3348571,mtgA;elbB,elbB,3347828,90
TU-4126,REV,3348704,3351029,2325,MU-2750,3351071,arcB,arcB,3348711,24
TU-4127,REV,3351204,3352054,850,MU-2751,3352167,yhcC,yhcC,3351143,95
TU-4128,REV,3358804,3358879,75,MU-2752,3358901,NT,,,
TU-4129,REV,3363579,3364754,1175,MU-2753,,insH,insH,3363724,
TU-4130,REV,3365729,3365754,25,MU-2754,3365791,NT,,,
TU-4131,REV,3367134,3371609,4475,MU-2755,3371642,yhcH;nanK;nanE;nanT;nanA,nanA,3370705,44
TU-4132,REV,3371734,3372509,775,MU-2756,3372540,nanR,nanR,3371720,29
TU-4133,REV,3374309,3375559,1250,MU-2757,3375467,sspB;sspA,sspA,3374804,25
TU-4134,REV,3374309,3375559,1250,MU-2757,3375504,sspB;sspA,sspA,3374804,62
TU-4135,REV,3374309,3375559,1250,MU-2757,3375587,sspB;sspA,sspA,3374804,145
TU-4136,REV,3375859,3376809,950,MU-2758,3376678,rpsI;rplM,rplM,3376245,5
TU-4137,REV,3375859,3376809,950,MU-2758,3376692,rpsI;rplM,rplM,3376245,19
TU-4138,REV,3375859,3376809,950,MU-2758,3376796,rpsI;rplM,rplM,3376245,123
TU-4139,REV,3375859,3376809,950,MU-2758,3376830,rpsI;rplM,rplM,3376245,157
TU-4140,REV,3376909,3378084,1175,MU-2759,3378033,yhcM,yhcM,3376892,14
TU-4141,REV,3376909,3378084,1175,MU-2759,3378078,yhcM,yhcM,3376892,59
TU-4142,REV,3381359,3382509,1150,MU-2760,3382316,mdh,mdh,3381352,26
TU-4143,REV,3381359,3382509,1150,MU-2760,3382336,mdh,mdh,3381352,46
TU-4144,REV,3381359,3382509,1150,MU-2760,3382494,mdh,mdh,3381352,204
TU-4145,REV,3383878,3384178,300,MU-2761,3384191,yhcO,yhcO,3383879,40
TU-4146,REV,3385178,3387453,2275,MU-2762,3387503,aaeB;aaeA;aaeX,aaeX,3387156,144
TU-4147,REV,3388578,3390578,2000,MU-2763,3390086,tldD,tldD,3388605,36
TU-4148,REV,3388578,3390578,2000,MU-2763,3390139,tldD,tldD,3388605,89
TU-4149,REV,3388578,3390578,2000,MU-2763,3390443,tldD,tldD,3388605,393
TU-4150,REV,3388578,3390578,2000,MU-2763,3390673,tldD,tldD,3388605,623
TU-4151,REV,3390628,3395978,5350,MU-2764,3395947,yhdP;rng,rng,3394348,130
TU-4152,REV,3390628,3395978,5350,MU-2764,3396009,yhdP;rng,rng,3394348,192
TU-4153,REV,3396003,3396528,525,MU-2765,3396618,yhdE,yhdE,3395807,218
TU-4154,REV,3396003,3396528,525,MU-2765,3396643,yhdE,yhdE,3395807,243
TU-4155,REV,3396553,3399378,2825,MU-2766,3399149,mreD;mreC;mreB,mreB,3398066,40
TU-4156,REV,3396553,3399378,2825,MU-2766,3399214,mreD;mreC;mreB,mreB,3398066,105
TU-4157,REV,3399453,3401403,1950,MU-2767,3401381,csrD,csrD,3399414,27
TU-4158,REV,3408156,3408256,100,MU-2768,3408239,NT,,,
TU-4159,REV,3410825,3411487,662,MU-2769,,envR,envR,3410825,
TU-4160,REV,3421432,3427207,5775,MU-2770,3427033,rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD,rrsD,3425243,249
TU-4161,REV,3421432,3427207,5775,MU-2770,3427071,rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD,rrsD,3425243,287
TU-4162,REV,3427757,3429032,1275,MU-2771,3429107,yrdB;aroE,aroE,3428042,247
TU-4163,REV,3427757,3430032,2275,MU-2771;MU-2772,3430049,yrdB;aroE;rimN;yrdD,yrdD,3429442,65
TU-4164,REV,3430057,3430707,650,MU-2773,3430625,smg,smg,3430013,139
TU-4165,REV,3430757,3431632,875,MU-2774,3431625,smf,smf,3430458,43
TU-4166,REV,3436082,3437532,1450,MU-2775,3437566,yhdL;zntR;yhdN,yhdN,3437163,35
TU-4167,REV,3437647,3441122,3475,MU-2776,3440574,rplQ;rpoA;rpsD;rpsK;rpsM,rpsM,3440137,81
TU-4168,REV,3437647,3441122,3475,MU-2776,3440580,rplQ;rpoA;rpsD;rpsK;rpsM,rpsM,3440137,87
TU-4169,REV,3437647,3441122,3475,MU-2776,3440584,rplQ;rpoA;rpsD;rpsK;rpsM,rpsM,3440137,91
TU-4170,REV,3437647,3441122,3475,MU-2776,3440615,rplQ;rpoA;rpsD;rpsK;rpsM,rpsM,3440137,122
TU-4171,REV,3437647,3441122,3475,MU-2776,3440622,rplQ;rpoA;rpsD;rpsK;rpsM,rpsM,3440137,129
TU-4172,REV,3437647,3441122,3475,MU-2776,3440636,rplQ;rpoA;rpsD;rpsK;rpsM,rpsM,3440137,143
TU-4173,REV,3441147,3446347,5200,MU-2777,3446318,rpmJ;secY;rplO;rpmD;rpsE;rplR;rplF;rpsH;rpsN;rplE;rplX;rplN,rplN,3445800,147
TU-4174,REV,3441147,3446347,5200,MU-2777,3446323,rpmJ;secY;rplO;rpmD;rpsE;rplR;rplF;rpsH;rpsN;rplE;rplX;rplN,rplN,3445800,152
TU-4175,REV,3441147,3446347,5200,MU-2777,3446364,rpmJ;secY;rplO;rpmD;rpsE;rplR;rplF;rpsH;rpsN;rplE;rplX;rplN,rplN,3445800,193
TU-4176,REV,3446372,3451497,5125,MU-2778,3451312,rpsQ;rpmC;rplP;rpsC;rplV;rpsS;rplB;rplW;rplD;rplC;rpsJ,rpsJ,3450981,20
TU-4177,REV,3451547,3452172,625,MU-2779,3451985,gspB,gspB,3451530,36
TU-4178,REV,3451547,3453420,1873,MU-2779;MU-2780,,gspB;gspA,gspA,3451951,
TU-4179,REV,3463847,3464747,900,MU-2781,3464770,bfr,bfr,3464271,23
TU-4180,REV,3464797,3464997,200,MU-2782,3465032,bfd,bfd,3464819,19
TU-4181,REV,3465297,3467372,2075,MU-2783,,chiA,chiA,3465182,
TU-4182,REV,3468172,3469522,1350,MU-2784,3469359,tufA,tufA,3468167,8
TU-4183,REV,3468172,3469522,1350,MU-2784,3469402,tufA,tufA,3468167,51
TU-4184,REV,3468172,3469522,1350,MU-2784,3469412,tufA,tufA,3468167,61
TU-4185,REV,3468172,3469522,1350,MU-2784,3469419,tufA,tufA,3468167,68
TU-4186,REV,3468172,3469522,1350,MU-2784,3469443,tufA,tufA,3468167,92
TU-4187,REV,3469547,3472824,3277,MU-2785,3472640,fusA;rpsG;rpsL,rpsL,3472200,66
TU-4188,REV,3469547,3472824,3277,MU-2785,3472650,fusA;rpsG;rpsL,rpsL,3472200,76
TU-4189,REV,3472849,3474574,1725,MU-2786,3474466,yheL;yheM;yheN;yheO,yheO,3473740,4
TU-4190,REV,3472849,3474574,1725,MU-2786,3474524,yheL;yheM;yheN;yheO,yheO,3473740,62
TU-4191,REV,3472849,3474574,1725,MU-2786,3474563,yheL;yheM;yheN;yheO,yheO,3473740,101
TU-4192,REV,3474649,3475524,875,MU-2787,3475488,fkpA,fkpA,3474629,47
TU-4193,REV,3474649,3475524,875,MU-2787,3475547,fkpA,fkpA,3474629,106
TU-4194,REV,3475874,3476449,575,MU-2788,3476403,slyD,slyD,3475929,-116
TU-4195,REV,3475874,3476449,575,MU-2788,3476580,slyD,slyD,3475929,61
TU-4196,REV,3476474,3479249,2775,MU-2789,3479273,yheV;kefB;kefG,kefG,3478629,90
TU-4197,REV,3483074,3483849,775,MU-2790,3483867,yhfA,yhfA,3483436,27
TU-4198,REV,3483074,3483849,775,MU-2790,3483974,yhfA,yhfA,3483436,134
TU-4199,REV,3486799,3488224,1425,MU-2791,3488232,argD,argD,3486982,30
TU-4200,REV,3486799,3488224,1425,MU-2791,3488243,argD,argD,3486982,41
TU-4201,REV,3488274,3489649,1375,MU-2792,3489670,pabA;fic;yhfG,yhfG,3489475,28
TU-4202,REV,3489774,3490424,650,MU-2793,3490351,ppiA,ppiA,3489747,32
TU-4203,REV,3489774,3490424,650,MU-2793,3490357,ppiA,ppiA,3489747,38
TU-4204,REV,3490474,3490624,150,MU-2794,3490712,NT,,,
TU-4205,REV,3502987,3510362,7375,MU-2795,3510372,yhfS;yhfT;yhfU;php;yhfW;yhfX;yhfY;yhfZ,yhfZ,3509461,6
TU-4206,REV,3502987,3510362,7375,MU-2795,3510389,yhfS;yhfT;yhfU;php;yhfW;yhfX;yhfY;yhfZ,yhfZ,3509461,23
TU-4207,REV,3510612,3511687,1075,MU-2796,3511720,trpS,trpS,3510656,60
TU-4208,REV,3510612,3511687,1075,MU-2796,3511773,trpS,trpS,3510656,113
TU-4209,REV,3510612,3513287,2675,MU-2796;MU-2797,3513213,trpS;gph;rpe,rpe,3512404,132
TU-4210,REV,3510612,3514137,3525,MU-2796;MU-2797;MU-2798,3514323,trpS;gph;rpe;dam,dam,3513099,388
TU-4211,REV,3510612,3515637,5025,MU-2796;MU-2797;MU-2798;MU-2799,3515537,trpS;gph;rpe;dam;damX,damX,3514042,209
TU-4212,REV,3510612,3517387,6775,MU-2796;MU-2797;MU-2798;MU-2799;MU-2800,3517188,trpS;gph;rpe;dam;damX;aroB;aroK,aroK,3516565,102
TU-4213,REV,3510612,3517387,6775,MU-2796;MU-2797;MU-2798;MU-2799;MU-2800,3517403,trpS;gph;rpe;dam;damX;aroB;aroK,aroK,3516565,317
TU-4214,REV,3517712,3520837,3125,MU-2801,3520825,hofQ;hofP;hofO;hofN;hofM,hofM,3519994,52
TU-4215,REV,3523537,3524212,675,MU-2802,3524195,nudE,nudE,3523611,24
TU-4216,REV,3523537,3524212,675,MU-2802,3524254,nudE,nudE,3523611,83
TU-4217,REV,3523537,3524212,675,MU-2802,3524265,nudE,nudE,3523611,94
TU-4218,REV,3528762,3530612,1850,MU-2803,3530485,yhgE,yhgE,3528737,24
TU-4219,REV,3528762,3530612,1850,MU-2803,3530543,yhgE,yhgE,3528737,82
TU-4220,REV,3532563,3534738,2175,MU-2804,3534707,envZ;ompR,ompR,3533887,101
TU-4221,REV,3532563,3534738,2175,MU-2804,3534729,envZ;ompR,ompR,3533887,123
TU-4222,REV,3532563,3534738,2175,MU-2804,3534768,envZ;ompR,ompR,3533887,162
TU-4223,REV,3537863,3538013,150,MU-2805,,NT,,,
TU-4224,REV,3537863,3538013,150,MU-2805,,NT,,,
TU-4225,REV,3542213,3542863,650,MU-2806,3542897,bioH,bioH,3542096,31
TU-4226,REV,3546013,3550613,4600,MU-2807,3550532,malQ;malP,malP,3548102,37
TU-4227,REV,3553863,3556239,2376,MU-2808,3556144,rtcA;rtcB,rtcB,3554875,43
TU-4228,REV,3553863,3556239,2376,MU-2808,3556160,rtcA;rtcB,rtcB,3554875,59
TU-4229,REV,3553863,3556239,2376,MU-2808,3556197,rtcA;rtcB,rtcB,3554875,96
TU-4230,REV,3553863,3556239,2376,MU-2808,3556202,rtcA;rtcB,rtcB,3554875,101
TU-4231,REV,3557864,3558914,1050,MU-2809,3558752,glpR,glpR,3557870,124
TU-4232,REV,3557864,3558914,1050,MU-2809,3558903,glpR,glpR,3557870,275
TU-4233,REV,3557864,3559889,2025,MU-2809;MU-2810,3559883,glpR;glpG;glpE,glpE,3559520,37
TU-4234,REV,3561489,3561989,500,MU-2811,,yzgL,yzgL,3561747,
TU-4235,REV,3562089,3566522,4433,MU-2812,3566419,glgP;glgA,glgA,3564623,363
TU-4236,REV,3562089,3567522,5433,MU-2812;MU-2813,3567411,glgP;glgA;glgC,glgC,3566056,60
TU-4237,REV,3562089,3567522,5433,MU-2812;MU-2813,3567480,glgP;glgA;glgC,glgC,3566056,129
TU-4238,REV,3562089,3567522,5433,MU-2812;MU-2813,3567595,glgP;glgA;glgC,glgC,3566056,244
TU-4239,REV,3562089,3571622,9533,MU-2812;MU-2813;MU-2814,3571644,glgP;glgA;glgC;glgX;glgB,glgB,3569339,119
TU-4240,REV,3562089,3571622,9533,MU-2812;MU-2813;MU-2814,3571787,glgP;glgA;glgC;glgX;glgB,glgB,3569339,262
TU-4241,REV,3562089,3571622,9533,MU-2812;MU-2813;MU-2814,3571792,glgP;glgA;glgC;glgX;glgB,glgB,3569339,267
TU-4242,REV,3571647,3572997,1350,MU-2815,3572903,asd,asd,3571798,2
TU-4243,REV,3574147,3575622,1475,MU-2816,3574307,gntU;gntK,gntK,3575088,-1308
TU-4244,REV,3575697,3576922,1225,MU-2817,3576961,gntR,gntR,3575754,212
TU-4245,REV,3577022,3578897,1875,MU-2818,3578831,yhhW;yhhX,yhhX,3577791,3
TU-4246,REV,3577022,3578897,1875,MU-2818,3578852,yhhW;yhhX,yhhX,3577791,24
TU-4247,REV,3578972,3579022,50,MU-2819,3579039,ryhB,ryhB,3578950,0
TU-4248,REV,3581495,3582320,825,MU-2820,3582323,NT,,,
TU-4249,REV,3583195,3584845,1650,MU-2821,3584877,ggt,ggt,3583104,31
TU-4250,REV,3583195,3584845,1650,MU-2821,3585024,ggt,ggt,3583104,178
TU-4251,REV,3585520,3590420,4900,MU-2822,3590437,ugpQ;ugpC;ugpE;ugpA;ugpB,ugpB,3589032,89
TU-4252,REV,3585520,3590420,4900,MU-2822,3590449,ugpQ;ugpC;ugpE;ugpA;ugpB,ugpB,3589032,101
TU-4253,REV,3590520,3595749,5229,MU-2823,3595627,livF;livG;livM;livH;livK,livK,3594474,44
TU-4254,REV,3590520,3595749,5229,MU-2823,3595638,livF;livG;livM;livH;livK,livK,3594474,55
TU-4255,REV,3590520,3595749,5229,MU-2823,3595744,livF;livG;livM;livH;livK,livK,3594474,161
TU-4256,REV,3590520,3595749,5229,MU-2823,3595769,livF;livG;livM;livH;livK,livK,3594474,186
TU-4257,REV,3596274,3597774,1500,MU-2824,3597715,livJ,livJ,3596578,34
TU-4258,REV,3596274,3597774,1500,MU-2824,3597785,livJ,livJ,3596578,104
TU-4259,REV,3597949,3599049,1100,MU-2825,3598820,rpoH,rpoH,3597952,14
TU-4260,REV,3597949,3599049,1100,MU-2825,3598872,rpoH,rpoH,3597952,66
TU-4261,REV,3597949,3599049,1100,MU-2825,3598886,rpoH,rpoH,3597952,80
TU-4262,REV,3597949,3599049,1100,MU-2825,3598893,rpoH,rpoH,3597952,87
TU-4263,REV,3597949,3599049,1100,MU-2825,3599027,rpoH,rpoH,3597952,221
TU-4264,REV,3597949,3599049,1100,MU-2825,3599187,rpoH,rpoH,3597952,381
TU-4265,REV,3599099,3602349,3250,MU-2826,3602333,ftsX;ftsE;ftsY,ftsY,3600773,67
TU-4266,REV,3599099,3602349,3250,MU-2826,3602339,ftsX;ftsE;ftsY,ftsY,3600773,73
TU-4267,REV,3602974,3603624,650,MU-2827,,yhhM,yhhM,3603274,
TU-4268,REV,3606649,3607224,575,MU-2828,3607043,sirA,sirA,3606774,24
TU-4269,REV,3608574,3609749,1175,MU-2829,3609782,yhhS,yhhS,3608539,26
TU-4270,REV,3616824,3617149,325,MU-2830,3617170,NT,,,
TU-4271,REV,3616824,3617149,325,MU-2830,3617187,NT,,,
TU-4272,REV,3623349,3628924,5575,MU-2831,3628862,yhhJ;rbbA;yhiI,yhiI,3627558,237
TU-4273,REV,3623349,3628924,5575,MU-2831,3628952,yhhJ;rbbA;yhiI,yhiI,3627558,327
TU-4274,REV,3628991,3630613,1622,MU-2832,,yhiJ,yhiJ,3628991,
TU-4275,REV,3630875,3632481,1606,MU-2833,,yhiL,yhiL,3630875,
TU-4276,REV,3633674,3635499,1825,MU-2834,3635522,yhiN,yhiN,3634231,89
TU-4277,REV,3636999,3637849,850,MU-2835,3637869,uspB,uspB,3637408,126
TU-4278,REV,3638649,3638699,50,MU-2836,3638759,NT,,,
TU-4279,REV,3640374,3643249,2875,MU-2837,3643224,yhiQ;prlC,prlC,3641163,19
TU-4280,REV,3640374,3643249,2875,MU-2837,3643261,yhiQ;prlC,prlC,3641163,56
TU-4281,REV,3640374,3643249,2875,MU-2837,3643272,yhiQ;prlC,prlC,3641163,67
TU-4282,REV,3645749,3645974,225,MU-2838,3646005,dinQ,dinQ,3645728,149
TU-4283,REV,3647235,3647935,700,MU-2839,,NT,,,
TU-4284,REV,3650060,3651235,1175,MU-2840,3651291,insH,insH,3650205,70
TU-4285,REV,3650060,3651235,1175,MU-2840,3651336,insH,insH,3650205,115
TU-4286,REV,3652960,3654810,1850,MU-2841,3654784,yhiD;hdeB;hdeA,hdeA,3654431,21
TU-4287,REV,3652960,3654810,1850,MU-2841,3654793,yhiD;hdeB;hdeA,hdeA,3654431,30
TU-4288,REV,3652960,3654810,1850,MU-2841,3654803,yhiD;hdeB;hdeA,hdeA,3654431,40
TU-4289,REV,3652960,3654810,1850,MU-2841,3654807,yhiD;hdeB;hdeA,hdeA,3654431,44
TU-4290,REV,3652960,3654810,1850,MU-2841,3654814,yhiD;hdeB;hdeA,hdeA,3654431,51
TU-4291,REV,3655860,3656035,175,MU-2842,3656051,NT,,,
TU-4292,REV,3655860,3656035,175,MU-2842,3656077,NT,,,
TU-4293,REV,3661935,3662860,925,MU-2843,3662689,gadW,gadW,3661913,48
TU-4294,REV,3662885,3663835,950,MU-2844,3663855,gadX,gadX,3663009,22
TU-4295,REV,3662885,3663835,950,MU-2844,3663864,gadX,gadX,3663009,31
TU-4296,REV,3663960,3665610,1650,MU-2845,3665631,gadA,gadA,3664203,28
TU-4297,REV,3666010,3667260,1250,MU-2846,3667288,yhjA,yhjA,3665814,77
TU-4298,REV,3669315,3669917,602,MU-2847,,yhjB,yhjB,3669315,
TU-4299,REV,3674315,3676390,2075,MU-2848,3676403,yhjG,yhjG,3674313,15
TU-4300,REV,3676740,3677090,350,MU-2849,3677219,yhjH,yhjH,3676443,9
TU-4301,REV,3676740,3677090,350,MU-2849,3677250,yhjH,yhjH,3676443,40
TU-4302,REV,3678490,3679915,1425,MU-2850,3680034,yhjJ,yhjJ,3678467,71
TU-4303,REV,3679940,3681565,1625,MU-2851,3681519,dctA,dctA,3680184,49
TU-4304,REV,3679940,3681565,1625,MU-2851,3681683,dctA,dctA,3680184,213
TU-4305,REV,3681690,3684065,2375,MU-2852,3684213,yhjK,yhjK,3681653,605
TU-4306,REV,3681690,3684065,2375,MU-2852,3684223,yhjK,yhjK,3681653,615
TU-4307,REV,3684090,3694391,10301,MU-2853,3694252,bcsC;bcsZ;bcsB;bcsA;yhjQ;yhjR,yhjR,3694020,44
TU-4308,REV,3684090,3694391,10301,MU-2853,3694337,bcsC;bcsZ;bcsB;bcsA;yhjQ;yhjR,yhjR,3694020,129
TU-4309,REV,3684090,3694391,10301,MU-2853,3694346,bcsC;bcsZ;bcsB;bcsA;yhjQ;yhjR,yhjR,3694020,138
TU-4310,REV,3684090,3694391,10301,MU-2853,3694361,bcsC;bcsZ;bcsB;bcsA;yhjQ;yhjR,yhjR,3694020,153
TU-4311,REV,3684090,3694391,10301,MU-2853,3694387,bcsC;bcsZ;bcsB;bcsA;yhjQ;yhjR,yhjR,3694020,179
TU-4312,REV,3697966,3698266,300,MU-2854,3698295,ldrD,ldrD,3698003,185
TU-4313,REV,3698516,3698566,50,MU-2855,3698620,NT,,,
TU-4314,REV,3699066,3705869,6803,MU-2856,3705731,dppF;dppD;dppC;dppB;dppA,dppA,3704121,3
TU-4315,REV,3699066,3705869,6803,MU-2856,3705750,dppF;dppD;dppC;dppB;dppA,dppA,3704121,22
TU-4316,REV,3699066,3705869,6803,MU-2856,3705826,dppF;dppD;dppC;dppB;dppA,dppA,3704121,98
TU-4317,REV,3699066,3705869,6803,MU-2856,3705893,dppF;dppD;dppC;dppB;dppA,dppA,3704121,165
TU-4318,REV,3706619,3706694,75,MU-2857,3706715,proK,proK,3706639,0
TU-4319,REV,3706844,3708569,1725,MU-2858,3708608,eptB,eptB,3706807,110
TU-4320,REV,3708822,3710030,1208,MU-2859,,yhjX,yhjX,3708822,
TU-4321,REV,3710269,3711019,750,MU-2860,3711033,yhjY,yhjY,3710259,76
TU-4322,REV,3712019,3714494,2475,MU-2861,3714451,bisC,bisC,3712084,34
TU-4323,REV,3712019,3714494,2475,MU-2861,3714580,bisC,bisC,3712084,163
TU-4324,REV,3716369,3717094,725,MU-2862,,yiaF,yiaF,3716357,
TU-4325,REV,3718471,3718655,184,MU-2863,,hokA;mokA,mokA,3718471,
TU-4326,REV,3720069,3723369,3300,MU-2864,3723377,glyS;glyQ,glyQ,3722430,36
TU-4327,REV,3723544,3723844,300,MU-2865,3723815,ysaB,ysaB,3723436,80
TU-4328,REV,3724947,3725771,824,MU-2866,,yiaA;yiaB,yiaB,3725430,
TU-4329,REV,3725994,3728669,2675,MU-2867,3728830,xylB;xylA,xylA,3727466,42
TU-4330,REV,3730496,3730821,325,MU-2868,3730755,NT,,,
TU-4331,REV,3734246,3735276,1030,MU-2869,3735265,bax,bax,3734376,65
TU-4332,REV,3739226,3740526,1300,MU-2870,3740563,ysaA;yiaJ,yiaJ,3739707,8
TU-4333,REV,3748851,3749076,225,MU-2871,3749066,ysaC,ysaC,3748836,129
TU-4334,REV,3749251,3749726,475,MU-2872,3749762,yiaT,yiaT,3749151,-129
