tss_id,strand,tss,reads_log,reads_hs,reads_hs_stat,rts_id
TSS-REV-923,REV,2276298,25,25,172,RTS_R4_-_672
TSS-REV-924,REV,2278527,50,50,50,RTS_R4_-_673
TSS-REV-925,REV,2278553,45,45,45,RTS_R4_-_673
TSS-REV-926,REV,2278566,67,68,68,RTS_R4_-_673
TSS-REV-927,REV,2281991,61,61,61,RTS_R4_-_674
TSS-REV-928,REV,2282034,41,41,41,RTS_R4_-_674
TSS-REV-929,REV,2286797,26,27,27,RTS_R4_-_675
TSS-REV-930,REV,2288240,2,2,2,RTS_R4_-_676
TSS-REV-931,REV,2295930,3,3,3,RTS_R4_-_677
TSS-REV-932,REV,2304826,22,22,22,RTS_R4_-_679
TSS-REV-933,REV,2306662,12,12,12,RTS_R4_-_680
TSS-REV-934,REV,2308429,8,9,10,RTS_R4_-_681
TSS-REV-935,REV,2310826,69,72,72,RTS_R4_-_682
TSS-REV-936,REV,2310858,35,36,36,RTS_R4_-_682
TSS-REV-937,REV,2318151,19,19,19,RTS_R4_-_683
TSS-REV-938,REV,2337473,107,113,114,RTS_R4_-_684
TSS-REV-939,REV,2337479,126,141,142,RTS_R4_-_684
TSS-REV-940,REV,2340036,1,1,1,RTS_R4_-_685
TSS-REV-941,REV,2342788,12,12,12,
TSS-REV-942,REV,2347522,28,28,28,RTS_R4_-_686
TSS-REV-943,REV,2350000,,1,1,RTS_R4_-_687
TSS-REV-944,REV,2360256,2,2,2,RTS_R4_-_688
TSS-REV-945,REV,2361677,12,12,12,RTS_R4_-_689
TSS-REV-946,REV,2362329,25,25,25,RTS_R4_-_690
TSS-REV-947,REV,2362338,28,28,28,RTS_R4_-_690
TSS-REV-948,REV,2371594,16,16,23,RTS_R4_-_691
TSS-REV-949,REV,2374936,131,133,133,RTS_R4_-_692
TSS-REV-950,REV,2378723,8,8,10,RTS_R4_-_693
TSS-REV-951,REV,2379075,1789,1834,1982,RTS_R4_-_694
TSS-REV-952,REV,2379587,64,64,65,RTS_R4_-_695
TSS-REV-953,REV,2383776,1,1,1,RTS_R4_-_696
TSS-REV-954,REV,2383833,,1,1,RTS_R4_-_696
TSS-REV-955,REV,2403158,87,88,89,RTS_R4_-_697
TSS-REV-956,REV,2403180,113,113,113,RTS_R4_-_697
TSS-REV-957,REV,2403201,77,78,78,RTS_R4_-_697
TSS-REV-958,REV,2403219,319,319,319,RTS_R4_-_697
TSS-REV-959,REV,2403397,24,24,24,RTS_R4_-_697
TSS-REV-960,REV,2404785,107,109,109,RTS_R4_-_698
TSS-REV-961,REV,2405023,9,13,13,RTS_R4_-_698
TSS-REV-962,REV,2405123,8,8,8,RTS_R4_-_698
TSS-REV-963,REV,2409504,17,23,38,RTS_R4_-_699
TSS-REV-964,REV,2410652,2517,2530,2534,RTS_R4_-_700
TSS-REV-965,REV,2410658,242,243,243,RTS_R4_-_700
TSS-REV-966,REV,2410667,107,108,108,RTS_R4_-_700
TSS-REV-967,REV,2411591,12,12,12,RTS_R4_-_701
TSS-REV-968,REV,2411704,10,11,18,RTS_R4_-_701
TSS-REV-969,REV,2417830,145,146,146,RTS_R4_-_702
TSS-REV-970,REV,2418525,11,12,12,RTS_R4_-_703
TSS-REV-971,REV,2418532,12,12,12,RTS_R4_-_703
TSS-REV-972,REV,2424837,100,114,114,RTS_R4_-_705
TSS-REV-973,REV,2424844,396,417,418,RTS_R4_-_705
TSS-REV-974,REV,2424859,601,626,628,RTS_R4_-_705
TSS-REV-975,REV,2425901,239,243,243,RTS_R4_-_706
TSS-REV-976,REV,2425959,290,291,302,RTS_R4_-_706
TSS-REV-977,REV,2428847,69,69,69,RTS_R4_-_707
TSS-REV-978,REV,2429694,16,16,17,RTS_R4_-_708
TSS-REV-979,REV,2429833,17,17,17,RTS_R4_-_708
TSS-REV-980,REV,2431995,208,208,208,RTS_R4_-_709
TSS-REV-981,REV,2432036,543,544,544,RTS_R4_-_709
TSS-REV-982,REV,2433217,39,41,42,RTS_R4_-_710
TSS-REV-983,REV,2435363,7,7,7,RTS_R4_-_711
TSS-REV-984,REV,2435905,69,69,69,RTS_R4_-_712
TSS-REV-985,REV,2439663,245,246,247,RTS_R4_-_713
TSS-REV-986,REV,2442251,38,38,38,RTS_R4_-_714
TSS-REV-987,REV,2442286,56,56,56,RTS_R4_-_714
TSS-REV-988,REV,2446495,15,15,16,RTS_R4_-_715
TSS-REV-989,REV,2447951,5,5,5,RTS_R4_-_716
TSS-REV-990,REV,2452762,2,2,2,RTS_R4_-_717
TSS-REV-991,REV,2454827,31,31,32,RTS_R4_-_718
TSS-REV-992,REV,2454938,41,41,41,RTS_R4_-_718
TSS-REV-993,REV,2458531,23,23,48,RTS_R4_-_719
TSS-REV-994,REV,2459001,428,484,487,RTS_R4_-_720
TSS-REV-995,REV,2463106,57,62,62,RTS_R4_-_721
TSS-REV-996,REV,2463157,111,111,128,RTS_R4_-_721
TSS-REV-997,REV,2468671,99,107,114,RTS_R4_-_722
TSS-REV-998,REV,2468686,144,144,145,RTS_R4_-_722
TSS-REV-999,REV,2475745,2,2,2,RTS_R4_-_723
TSS-REV-1000,REV,2486315,5,5,8,RTS_R4_-_724
TSS-REV-1001,REV,2493341,13,22,27,RTS_R4_-_725
TSS-REV-1002,REV,2496467,19,19,19,RTS_R4_-_726
TSS-REV-1003,REV,2507954,12,12,13,RTS_R4_-_727
TSS-REV-1004,REV,2510851,9,9,17,RTS_R4_-_728
TSS-REV-1005,REV,2510875,11,11,12,RTS_R4_-_728
TSS-REV-1006,REV,2515900,29,29,29,RTS_R4_-_729
TSS-REV-1007,REV,2516263,32,32,32,RTS_R4_-_730
TSS-REV-1008,REV,2518736,290,301,306,RTS_R4_-_731
TSS-REV-1009,REV,2518746,185,186,186,RTS_R4_-_731
TSS-REV-1010,REV,2518796,65,66,66,RTS_R4_-_731
TSS-REV-1011,REV,2520518,4,4,4,RTS_R4_-_732
TSS-REV-1012,REV,2520527,3,3,3,RTS_R4_-_732
TSS-REV-1013,REV,2528246,61,61,61,RTS_R4_-_734
TSS-REV-1014,REV,2529301,30,30,30,RTS_R4_-_735
TSS-REV-1015,REV,2535298,25,29,29,RTS_R4_-_736
TSS-REV-1016,REV,2535305,18,18,18,RTS_R4_-_736
TSS-REV-1017,REV,2541580,336,336,336,RTS_R4_-_737
TSS-REV-1018,REV,2542686,74,78,157,RTS_R4_-_738
TSS-REV-1019,REV,2548612,147,148,148,RTS_R4_-_740
TSS-REV-1020,REV,2548680,260,272,275,RTS_R4_-_740
TSS-REV-1021,REV,2550165,6,6,6,RTS_R4_-_741
TSS-REV-1022,REV,2550190,7,7,7,RTS_R4_-_741
TSS-REV-1023,REV,2550324,9,9,9,RTS_R4_-_741
TSS-REV-1024,REV,2556832,11,11,11,RTS_R4_-_742
TSS-REV-1025,REV,2556852,15,15,15,RTS_R4_-_742
TSS-REV-1026,REV,2559079,,,2,RTS_R4_-_743
TSS-REV-1027,REV,2576431,201,202,204,RTS_R4_-_744
TSS-REV-1028,REV,2576547,126,127,131,RTS_R4_-_744
TSS-REV-1029,REV,2576553,735,735,738,RTS_R4_-_744
TSS-REV-1030,REV,2580921,30,30,30,RTS_R4_-_745
TSS-REV-1031,REV,2580929,23,23,23,RTS_R4_-_745
TSS-REV-1032,REV,2581523,59,59,59,RTS_R4_-_746
TSS-REV-1033,REV,2588907,141,154,165,RTS_R4_-_747
TSS-REV-1034,REV,2591811,33,34,35,RTS_R4_-_748
TSS-REV-1035,REV,2594785,21,21,27,RTS_R4_-_749
TSS-REV-1036,REV,2594806,22,22,23,RTS_R4_-_749
TSS-REV-1037,REV,2595666,211,212,212,RTS_R4_-_750
TSS-REV-1038,REV,2595676,817,817,817,RTS_R4_-_750
TSS-REV-1039,REV,2595755,131,133,133,RTS_R4_-_750
TSS-REV-1040,REV,2597806,352,354,354,RTS_R4_-_751
TSS-REV-1041,REV,2613938,3,3,3,RTS_R4_-_752
TSS-REV-1042,REV,2616827,21,25,25,RTS_R4_-_753
TSS-REV-1043,REV,2618258,151,151,151,RTS_R4_-_754
TSS-REV-1044,REV,2618264,120,120,120,RTS_R4_-_754
TSS-REV-1045,REV,2618924,112,118,118,RTS_R4_-_755
TSS-REV-1046,REV,2618931,1768,1771,1771,RTS_R4_-_755
TSS-REV-1047,REV,2630583,53,53,53,RTS_R4_-_756
TSS-REV-1048,REV,2630625,2309,2309,2309,RTS_R4_-_756
TSS-REV-1049,REV,2630663,104,104,104,RTS_R4_-_756
TSS-REV-1050,REV,2632099,203,204,204,RTS_R4_-_757
TSS-REV-1051,REV,2632112,266,268,268,RTS_R4_-_757
TSS-REV-1052,REV,2632120,1163,1165,1165,RTS_R4_-_757
TSS-REV-1053,REV,2632127,8655,8663,8663,RTS_R4_-_757
TSS-REV-1054,REV,2633893,65,66,66,RTS_R4_-_758
TSS-REV-1055,REV,2635401,81,81,82,RTS_R4_-_759
TSS-REV-1056,REV,2635441,300,301,301,RTS_R4_-_759
TSS-REV-1057,REV,2635482,68,68,68,RTS_R4_-_759
TSS-REV-1058,REV,2635811,112,113,113,RTS_R4_-_759
TSS-REV-1059,REV,2638708,149,149,149,RTS_R4_-_760
TSS-REV-1060,REV,2640937,28,28,31,RTS_R4_-_761
TSS-REV-1061,REV,2640954,31,31,31,RTS_R4_-_761
TSS-REV-1062,REV,2641026,31,31,31,RTS_R4_-_761
TSS-REV-1063,REV,2642409,67,67,67,RTS_R4_-_762
TSS-REV-1064,REV,2642905,57,57,57,RTS_R4_-_763
TSS-REV-1065,REV,2642935,1686,1687,1688,RTS_R4_-_763
TSS-REV-1066,REV,2648867,29,29,29,RTS_R4_-_764
TSS-REV-1067,REV,2650349,4,4,4,RTS_R4_-_765
TSS-REV-1068,REV,2650424,6,6,6,RTS_R4_-_765
TSS-REV-1069,REV,2651695,12,12,12,RTS_R4_-_766
TSS-REV-1070,REV,2654561,210,210,211,RTS_R4_-_767
TSS-REV-1071,REV,2654589,107,109,115,RTS_R4_-_767
TSS-REV-1072,REV,2657012,191,195,196,RTS_R4_-_768
TSS-REV-1073,REV,2657928,33,33,35,RTS_R4_-_769
TSS-REV-1074,REV,2658178,32,32,32,RTS_R4_-_769
TSS-REV-1075,REV,2660290,183,191,191,RTS_R4_-_770
TSS-REV-1076,REV,2661369,284,285,287,RTS_R4_-_771
TSS-REV-1077,REV,2666961,8,8,8,RTS_R4_-_772
TSS-REV-1078,REV,2666967,5,5,5,RTS_R4_-_772
TSS-REV-1079,REV,2675475,,1,1,RTS_R4_-_773
TSS-REV-1080,REV,2675603,,1,1,RTS_R4_-_773
TSS-REV-1081,REV,2677426,,1,1,RTS_R4_-_774
TSS-REV-1082,REV,2680419,1,1,1,RTS_R4_-_775
TSS-REV-1083,REV,2683559,466,466,466,RTS_R4_-_776
TSS-REV-1084,REV,2683594,1333,1334,1335,RTS_R4_-_776
TSS-REV-1085,REV,2685463,300,302,303,RTS_R4_-_777
TSS-REV-1086,REV,2685545,162,162,162,RTS_R4_-_777
TSS-REV-1087,REV,2688207,13,13,13,RTS_R4_-_778
TSS-REV-1088,REV,2688341,15,15,15,RTS_R4_-_778
TSS-REV-1089,REV,2689362,239,271,300,RTS_R4_-_779
TSS-REV-1090,REV,2693611,113,113,113,RTS_R4_-_780
TSS-REV-1091,REV,2696606,14,15,15,RTS_R4_-_781
TSS-REV-1092,REV,2696614,17,18,22,RTS_R4_-_781
TSS-REV-1093,REV,2698358,376,376,381,RTS_R4_-_782
TSS-REV-1094,REV,2702104,113,113,113,RTS_R4_-_783
TSS-REV-1095,REV,2702115,531,538,539,RTS_R4_-_783
TSS-REV-1096,REV,2702123,2243,2255,2256,RTS_R4_-_783
TSS-REV-1097,REV,2702205,588,590,590,RTS_R4_-_783
TSS-REV-1098,REV,2705232,139,139,139,RTS_R4_-_784
TSS-REV-1099,REV,2707434,34,34,34,RTS_R4_-_785
TSS-REV-1100,REV,2707441,32,34,35,RTS_R4_-_785
TSS-REV-1101,REV,2707472,31,34,52,RTS_R4_-_785
TSS-REV-1102,REV,2707589,25,25,44,RTS_R4_-_785
TSS-REV-1103,REV,2707654,22,35,82,RTS_R4_-_785
TSS-REV-1104,REV,2708110,,,24,RTS_R4_-_786
TSS-REV-1105,REV,2708252,149,151,151,RTS_R4_-_786
TSS-REV-1106,REV,2710822,2,2,2,RTS_R4_-_787
TSS-REV-1107,REV,2713408,14,16,16,RTS_R4_-_788
TSS-REV-1108,REV,2714490,2,75,75,RTS_R4_-_789
TSS-REV-1109,REV,2714508,10,154,155,RTS_R4_-_789
TSS-REV-1110,REV,2714523,7,774,781,RTS_R4_-_789
TSS-REV-1111,REV,2714531,829,11675,11722,RTS_R4_-_789
TSS-REV-1112,REV,2714543,738,2454,2461,RTS_R4_-_789
TSS-REV-1113,REV,2716576,23,25,25,RTS_R4_-_790
TSS-REV-1114,REV,2716615,30,30,31,RTS_R4_-_790
TSS-REV-1115,REV,2716630,37,38,38,RTS_R4_-_790
TSS-REV-1116,REV,2723834,149,149,149,RTS_R4_-_791
TSS-REV-1117,REV,2724210,24,187,249,RTS_R4_-_792
TSS-REV-1118,REV,2729179,562,622,657,RTS_R4_-_793
TSS-REV-1119,REV,2732227,732,3548,3582,RTS_R4_-_794
TSS-REV-1120,REV,2732315,783,844,1038,RTS_R4_-_795
TSS-REV-1121,REV,2734086,539,539,539,RTS_R4_-_796
TSS-REV-1122,REV,2736563,4,4,4,RTS_R4_-_797
TSS-REV-1123,REV,2739331,19,19,19,RTS_R4_-_798
TSS-REV-1124,REV,2744276,3445,3463,3465,RTS_R4_-_799
TSS-REV-1125,REV,2744314,156,156,156,RTS_R4_-_799
TSS-REV-1126,REV,2745876,393,394,394,RTS_R4_-_800
TSS-REV-1127,REV,2748759,105,134,134,RTS_R4_-_801
TSS-REV-1128,REV,2748769,2933,3713,3716,RTS_R4_-_801
TSS-REV-1129,REV,2752770,134,135,135,RTS_R4_-_802
TSS-REV-1130,REV,2763334,45,45,45,RTS_R4_-_803
TSS-REV-1131,REV,2764225,11,11,11,RTS_R4_-_804
TSS-REV-1132,REV,2769887,9,9,9,RTS_R4_-_805
TSS-REV-1133,REV,2779623,,5,10,RTS_R4_-_807
TSS-REV-1134,REV,2783978,7,7,7,RTS_R4_-_808
TSS-REV-1135,REV,2794373,5,9,49,RTS_R4_-_809
TSS-REV-1136,REV,2794835,267,272,362,RTS_R4_-_810
TSS-REV-1137,REV,2795088,218,218,225,RTS_R4_-_811
TSS-REV-1138,REV,2795098,60,61,63,RTS_R4_-_811
TSS-REV-1139,REV,2795107,75,76,80,RTS_R4_-_811
TSS-REV-1140,REV,2796550,230,230,230,RTS_R4_-_812
TSS-REV-1141,REV,2796559,304,315,315,RTS_R4_-_812
TSS-REV-1142,REV,2796579,35,37,37,RTS_R4_-_812
TSS-REV-1143,REV,2796599,6,6,6,RTS_R4_-_812
TSS-REV-1144,REV,2798154,35,35,35,RTS_R4_-_813
TSS-REV-1145,REV,2798693,19,19,19,RTS_R4_-_814
TSS-REV-1146,REV,2807603,9,9,12,RTS_R4_-_815
TSS-REV-1147,REV,2812784,78,78,78,RTS_R4_-_817
TSS-REV-1148,REV,2812837,798,818,840,RTS_R4_-_817
TSS-REV-1149,REV,2812900,380,381,381,RTS_R4_-_817
TSS-REV-1150,REV,2814612,456,456,456,RTS_R4_-_818
TSS-REV-1151,REV,2815550,24,25,26,RTS_R4_-_819
TSS-REV-1152,REV,2815942,160,160,160,RTS_R4_-_820
TSS-REV-1153,REV,2816357,83,83,83,RTS_R4_-_822
TSS-REV-1154,REV,2816667,5838,7095,7736,RTS_R4_-_823
TSS-REV-1155,REV,2817211,707,717,717,RTS_R4_-_824
TSS-REV-1156,REV,2817220,788,788,790,RTS_R4_-_824
TSS-REV-1157,REV,2817295,429,429,447,RTS_R4_-_824
TSS-REV-1158,REV,2820046,113,113,113,RTS_R4_-_825
TSS-REV-1159,REV,2820060,63,63,63,RTS_R4_-_825
TSS-REV-1160,REV,2820112,3060,3061,3061,RTS_R4_-_825
TSS-REV-1161,REV,2821830,185,187,187,RTS_R4_-_826
TSS-REV-1162,REV,2821834,187,187,187,RTS_R4_-_826
TSS-REV-1163,REV,2821840,226,229,231,RTS_R4_-_826
TSS-REV-1164,REV,2821878,140,140,140,RTS_R4_-_826
TSS-REV-1165,REV,2822395,146,146,146,RTS_R4_-_827
TSS-REV-1166,REV,2823564,23,23,25,RTS_R4_-_828
TSS-REV-1167,REV,2830332,31,31,31,RTS_R4_-_829
TSS-REV-1168,REV,2835567,,1,4,RTS_R4_-_830
TSS-REV-1169,REV,2837310,16,17,17,RTS_R4_-_831
TSS-REV-1170,REV,2841124,103,105,106,RTS_R4_-_832
TSS-REV-1171,REV,2854922,,,1,RTS_R4_-_833
TSS-REV-1172,REV,2859278,279,283,311,RTS_R4_-_834
TSS-REV-1173,REV,2866141,219,221,223,RTS_R4_-_835
TSS-REV-1174,REV,2866803,17,17,17,RTS_R4_-_836
TSS-REV-1175,REV,2868608,8,8,8,RTS_R4_-_837
TSS-REV-1176,REV,2868673,13,13,13,RTS_R4_-_837
TSS-REV-1177,REV,2870979,21,21,23,RTS_R4_-_838
TSS-REV-1178,REV,2874392,682,683,683,RTS_R4_-_840
TSS-REV-1179,REV,2876455,7,7,8,RTS_R4_-_841
TSS-REV-1180,REV,2878363,2,2,2,RTS_R4_-_843
TSS-REV-1181,REV,2878413,2,2,2,RTS_R4_-_843
TSS-REV-1182,REV,2878903,2,2,2,RTS_R4_-_844
TSS-REV-1183,REV,2884174,2,2,2,RTS_R4_-_845
TSS-REV-1184,REV,2889945,246,246,246,RTS_R4_-_847
TSS-REV-1185,REV,2889976,208,208,208,RTS_R4_-_847
TSS-REV-1186,REV,2889985,910,910,910,RTS_R4_-_847
TSS-REV-1187,REV,2902483,14,21,25,RTS_R4_-_849
TSS-REV-1188,REV,2903464,19,22,25,RTS_R4_-_850
TSS-REV-1189,REV,2905978,357,378,379,RTS_R4_-_851
TSS-REV-1190,REV,2905988,108,108,108,RTS_R4_-_851
TSS-REV-1191,REV,2906041,6917,6966,6972,RTS_R4_-_851
TSS-REV-1192,REV,2906123,166,168,168,RTS_R4_-_851
TSS-REV-1193,REV,2906149,186,186,187,RTS_R4_-_851
TSS-REV-1194,REV,2906248,248,254,255,RTS_R4_-_851
TSS-REV-1195,REV,2907728,105,105,105,RTS_R4_-_852
TSS-REV-1196,REV,2909279,81,81,81,RTS_R4_-_853
TSS-REV-1197,REV,2909390,52,54,56,RTS_R4_-_853
TSS-REV-1198,REV,2911869,25,25,25,RTS_R4_-_854
TSS-REV-1199,REV,2912027,32,32,32,RTS_R4_-_854
TSS-REV-1200,REV,2913051,101,101,101,RTS_R4_-_855
TSS-REV-1201,REV,2922159,198,198,198,RTS_R4_-_857
TSS-REV-1202,REV,2922546,284,311,382,RTS_R4_-_858
TSS-REV-1203,REV,2922556,157,164,164,RTS_R4_-_858
TSS-REV-1204,REV,2923335,270,272,273,RTS_R4_-_859
TSS-REV-1205,REV,2939689,103,107,118,RTS_R4_-_861
TSS-REV-1206,REV,2939796,74,74,74,RTS_R4_-_861
TSS-REV-1207,REV,2940661,95,95,95,RTS_R4_-_862
TSS-REV-1208,REV,2941194,66,72,77,RTS_R4_-_863
TSS-REV-1209,REV,2941235,171,174,179,RTS_R4_-_863
TSS-REV-1210,REV,2944074,51,51,53,RTS_R4_-_864
TSS-REV-1211,REV,2944085,69,69,69,RTS_R4_-_864
TSS-REV-1212,REV,2944096,65,65,65,RTS_R4_-_864
TSS-REV-1213,REV,2944175,51,51,51,RTS_R4_-_864
TSS-REV-1214,REV,2945225,26,26,26,RTS_R4_-_865
TSS-REV-1215,REV,2947086,162,163,163,RTS_R4_-_866
TSS-REV-1216,REV,2953935,67,67,67,RTS_R4_-_867
TSS-REV-1217,REV,2954000,49,50,50,RTS_R4_-_867
TSS-REV-1218,REV,2957031,10,11,11,RTS_R4_-_868
TSS-REV-1219,REV,2962199,1,1,1,RTS_R4_-_870
TSS-REV-1220,REV,2964139,50,50,50,RTS_R4_-_871
TSS-REV-1221,REV,2967018,167,167,167,RTS_R4_-_872
TSS-REV-1222,REV,2972534,3,3,3,RTS_R4_-_873
TSS-REV-1223,REV,2972645,4,4,4,RTS_R4_-_873
TSS-REV-1224,REV,2974072,78,79,79,RTS_R4_-_874
TSS-REV-1225,REV,2974189,12,13,37,RTS_R4_-_875
TSS-REV-1226,REV,2974407,3,4,6,RTS_R4_-_876
TSS-REV-1227,REV,2976947,334,334,334,RTS_R4_-_877
TSS-REV-1228,REV,2980232,13,13,14,RTS_R4_-_878
TSS-REV-1229,REV,2983635,95,96,98,RTS_R4_-_880
TSS-REV-1230,REV,2995918,4,4,4,RTS_R4_-_881
TSS-REV-1231,REV,2997079,1993,34233,83110,RTS_R4_-_883
TSS-REV-1232,REV,2998266,12,12,14,RTS_R4_-_884
TSS-REV-1233,REV,3003869,,,3,RTS_R4_-_885
TSS-REV-1234,REV,3013059,2,2,2,RTS_R4_-_886
TSS-REV-1235,REV,3023597,5,5,5,RTS_R4_-_888
TSS-REV-1236,REV,3023627,3,3,3,RTS_R4_-_888
TSS-REV-1237,REV,3034313,97,98,98,RTS_R4_-_890
TSS-REV-1238,REV,3034336,212,214,214,RTS_R4_-_890
TSS-REV-1239,REV,3034346,322,322,322,RTS_R4_-_890
TSS-REV-1240,REV,3037790,14,14,14,RTS_R4_-_891
TSS-REV-1241,REV,3037800,11,11,11,RTS_R4_-_891
TSS-REV-1242,REV,3039121,70,72,73,RTS_R4_-_892
TSS-REV-1243,REV,3041333,9,9,9,RTS_R4_-_893
TSS-REV-1244,REV,3041676,448,450,450,RTS_R4_-_894
TSS-REV-1245,REV,3047178,117,117,117,RTS_R4_-_896
TSS-REV-1246,REV,3048789,62,62,62,RTS_R4_-_897
TSS-REV-1247,REV,3048798,283,283,283,RTS_R4_-_897
TSS-REV-1248,REV,3053495,196,196,196,RTS_R4_-_898
TSS-REV-1249,REV,3056477,47,55,57,RTS_R4_-_899
TSS-REV-1250,REV,3057375,312,315,317,RTS_R4_-_900
TSS-REV-1251,REV,3066137,55,56,61,RTS_R4_-_901
TSS-REV-1252,REV,3066148,640,654,680,RTS_R4_-_901
TSS-REV-1253,REV,3066858,7,7,7,RTS_R4_-_902
TSS-REV-1254,REV,3067836,114,114,114,RTS_R4_-_903
TSS-REV-1255,REV,3067856,151,151,151,RTS_R4_-_903
TSS-REV-1256,REV,3067893,640,669,670,RTS_R4_-_903
TSS-REV-1257,REV,3069449,196,196,196,RTS_R4_-_904
TSS-REV-1258,REV,3069477,576,576,576,RTS_R4_-_904
TSS-REV-1259,REV,3070670,248,249,250,RTS_R4_-_905
TSS-REV-1260,REV,3070703,2052,2065,2065,RTS_R4_-_905
TSS-REV-1261,REV,3070757,367,370,370,RTS_R4_-_905
TSS-REV-1262,REV,3071845,199,200,200,RTS_R4_-_906
TSS-REV-1263,REV,3073487,1,1,2,RTS_R4_-_907
TSS-REV-1264,REV,3079737,788,788,788,RTS_R4_-_908
TSS-REV-1265,REV,3081893,254,254,254,RTS_R4_-_909
TSS-REV-1266,REV,3081908,256,256,256,RTS_R4_-_909
TSS-REV-1267,REV,3081948,80,80,84,RTS_R4_-_909
TSS-REV-1268,REV,3081968,43,49,180,RTS_R4_-_909
TSS-REV-1269,REV,3081990,115,116,155,RTS_R4_-_909
TSS-REV-1270,REV,3083950,33,33,34,RTS_R4_-_910
TSS-REV-1271,REV,3084078,32,32,32,RTS_R4_-_910
TSS-REV-1272,REV,3084420,22,22,22,RTS_R4_-_911
TSS-REV-1273,REV,3093107,13,14,15,
TSS-REV-1274,REV,3099822,47,48,50,RTS_R4_-_913
TSS-REV-1275,REV,3100179,114,115,115,RTS_R4_-_914
TSS-REV-1276,REV,3100215,420,423,425,RTS_R4_-_914
TSS-REV-1277,REV,3100221,5472,5545,5565,RTS_R4_-_914
TSS-REV-1278,REV,3100257,482,493,497,RTS_R4_-_914
TSS-REV-1279,REV,3100324,136,136,136,RTS_R4_-_914
TSS-REV-1280,REV,3101025,32,32,32,RTS_R4_-_915
TSS-REV-1281,REV,3107281,35,37,37,RTS_R4_-_916
TSS-REV-1282,REV,3107308,62,62,62,RTS_R4_-_916
TSS-REV-1283,REV,3111057,4,4,4,RTS_R4_-_917
TSS-REV-1284,REV,3111570,62,62,62,RTS_R4_-_918
TSS-REV-1285,REV,3111770,9,9,9,RTS_R4_-_918
TSS-REV-1286,REV,3111918,7,7,7,RTS_R4_-_918
TSS-REV-1287,REV,3117349,58,58,58,RTS_R4_-_919
TSS-REV-1288,REV,3117362,267,267,267,RTS_R4_-_919
TSS-REV-1289,REV,3119364,9,9,9,RTS_R4_-_920
TSS-REV-1290,REV,3122752,3,3,3,RTS_R4_-_921
TSS-REV-1291,REV,3122796,4,4,4,RTS_R4_-_921
TSS-REV-1292,REV,3126098,2,2,4,RTS_R4_-_922
TSS-REV-1293,REV,3126195,3,3,3,RTS_R4_-_922
TSS-REV-1294,REV,3136551,17,17,17,RTS_R4_-_923
TSS-REV-1295,REV,3141054,6,6,6,RTS_R4_-_924
TSS-REV-1296,REV,3141126,7,7,7,RTS_R4_-_924
TSS-REV-1297,REV,3144309,17,20,20,RTS_R4_-_925
TSS-REV-1298,REV,3144385,13,13,13,RTS_R4_-_925
TSS-REV-1299,REV,3144780,2,2,2,RTS_R4_-_926
TSS-REV-1300,REV,3145787,9,10,15,RTS_R4_-_927
TSS-REV-1301,REV,3147518,105,109,109,RTS_R4_-_928
TSS-REV-1302,REV,3150038,410,410,419,RTS_R4_-_929
TSS-REV-1303,REV,3153212,,2,3,RTS_R4_-_930
TSS-REV-1304,REV,3159202,33,33,33,RTS_R4_-_932
TSS-REV-1305,REV,3160708,31,32,32,RTS_R4_-_933
TSS-REV-1306,REV,3160864,53,53,53,RTS_R4_-_933
TSS-REV-1307,REV,3161587,17,18,18,RTS_R4_-_934
TSS-REV-1308,REV,3164043,533,535,535,RTS_R4_-_935
TSS-REV-1309,REV,3166584,7,10,14,RTS_R4_-_936
TSS-REV-1310,REV,3167731,19,34,131,RTS_R4_-_937
TSS-REV-1311,REV,3173667,267,268,268,RTS_R4_-_938
TSS-REV-1312,REV,3174987,18,18,24,RTS_R4_-_939
TSS-REV-1313,REV,3176014,39,40,40,RTS_R4_-_940
TSS-REV-1314,REV,3180462,7,7,7,RTS_R4_-_941
TSS-REV-1315,REV,3181662,18,18,18,RTS_R4_-_942
TSS-REV-1316,REV,3181669,24,24,24,RTS_R4_-_942
TSS-REV-1317,REV,3181678,23,23,23,RTS_R4_-_942
TSS-REV-1318,REV,3182740,9,9,9,RTS_R4_-_943
TSS-REV-1319,REV,3189979,5,8,49,RTS_R4_-_945
TSS-REV-1320,REV,3189986,15,25,147,RTS_R4_-_945
TSS-REV-1321,REV,3189995,28,32,158,RTS_R4_-_945
TSS-REV-1322,REV,3190002,43,54,181,RTS_R4_-_945
TSS-REV-1323,REV,3190011,105,113,126,RTS_R4_-_945
TSS-REV-1324,REV,3190024,270,289,343,RTS_R4_-_945
TSS-REV-1325,REV,3190379,4,4,4,RTS_R4_-_946
TSS-REV-1326,REV,3192887,10,11,11,RTS_R4_-_947
TSS-REV-1327,REV,3193271,47,48,48,RTS_R4_-_948
TSS-REV-1328,REV,3194803,99,99,99,RTS_R4_-_949
TSS-REV-1329,REV,3199054,74,75,75,RTS_R4_-_950
TSS-REV-1330,REV,3202205,34,34,34,RTS_R4_-_951
TSS-REV-1331,REV,3202243,53,53,53,RTS_R4_-_951
TSS-REV-1332,REV,3202659,72,73,73,RTS_R4_-_952
TSS-REV-1333,REV,3204386,6,6,6,RTS_R4_-_953
TSS-REV-1334,REV,3208588,284,287,287,RTS_R4_-_954
